,DateRead,ammonia_ppm,nitrate_ppm,phosphorus_ppm,influent_mgd,treated_mgd,time,performance,nitrate_load,nitrate_man,nitrate_man3,smooth_nitrate_load
411,2012-11-06 02:00:00,0.09226,2.102096,0.0183,224.271759,224.27327,17.125,100.00067373618806,3931.842491074493,4251.4930560298935,3713.803592357498,4251.4930560298935
412,2012-11-06 03:00:00,0.091934,2.110423,0.017668,225.816589,225.816589,17.166666666666668,100.0,3974.581483547606,4245.100044730785,3724.705537293348,4245.100044730785
413,2012-11-06 04:00:00,0.104526,2.283325,0.017264,222.421143,222.42186,17.208333333333332,100.00032236144025,4235.56402166073,4239.689673507122,3737.199334606061,4239.689673507122
414,2012-11-06 05:00:00,0.092694,2.293701,0.017961,209.701248,209.701248,17.25,100.0,4011.472965071992,4239.607160470195,3762.117568958794,4239.607160470195
415,2012-11-06 06:00:00,0.106324,2.492398,0.016926,203.360901,203.361237,17.291666666666668,100.00016522350083,4227.188550738559,4235.044476562231,3774.5853387644534,4235.044476562231
416,2012-11-06 07:00:00,0.11079,2.632418,0.015422,187.893555,187.893555,17.333333333333332,100.0,4125.083898058356,4234.887358045757,3797.2154993631584,4234.887358045757
417,2012-11-06 08:00:00,0.105612,2.727906,0.017493,195.903259,195.903259,17.375,100.0,4456.943334884754,4232.691288846008,3813.608919297918,4232.691288846008
418,2012-11-06 09:00:00,0.105286,2.881458,0.016545,215.213257,215.213257,17.416666666666668,100.0,5171.867195479808,4237.176329766784,3845.7756400772596,4237.176329766784
419,2012-11-06 10:00:00,0.09809,2.897519,0.017558,255.065979,255.065979,17.458333333333332,100.0,6163.748060186883,4255.870147081045,3912.080217847387,4255.870147081045
420,2012-11-06 11:00:00,0.097656,3.139842,0.017264,276.145172,276.143158,17.5,99.99927067347026,7231.162685078641,4294.027705343162,4024.6636099643615,4294.027705343162
421,2012-11-06 12:00:00,0.097656,3.227729,0.017242,290.318512,290.318512,17.541666666666668,100.0,7815.159466696528,4352.770404937872,4184.988563720075,4352.770404937872
422,2012-11-06 13:00:00,0.103052,3.184602,0.016163,297.237488,297.237488,17.583333333333332,100.0,7894.503043656531,4422.018186173044,4366.497108868897,4422.018186173044
423,2012-11-06 14:00:00,0.097982,3.095372,0.017177,290.889343,290.889343,17.625,100.0,7509.42546668777,4491.467883322714,4542.897405608279,4491.467883322714
424,2012-11-06 15:00:00,0.097656,3.09021,0.016523,286.332855,286.332855,17.666666666666668,100.0,7379.470956425246,4551.827034990015,4691.223808662253,4551.827034990015
425,2012-11-06 16:00:00,0.099455,3.0067,0.017558,280.801239,280.799438,17.708333333333332,99.99935862106364,7041.292449756564,4608.379913418719,4825.636166050403,4608.379913418719
426,2012-11-06 17:00:00,0.108557,3.004589,0.017264,264.64566,264.64566,17.75,100.0,6631.563000707392,4657.038164145476,4936.4189802357105,4657.038164145476
427,2012-11-06 18:00:00,0.098308,2.889573,0.017602,272.324219,272.323944,17.791666666666668,99.99989901742818,6562.745298071505,4696.528660876715,5021.176181259294,4696.528660876715
428,2012-11-06 19:00:00,0.104852,2.715669,0.016545,279.261841,279.261841,17.833333333333332,100.0,6324.911922218486,4733.8529936206105,5098.254637099904,4733.8529936206105
429,2012-11-06 20:00:00,0.108883,2.622178,0.015761,271.518646,271.518646,17.875,100.0,5937.831635892439,4765.674172192568,5159.587501355833,4765.674172192568
430,2012-11-06 21:00:00,0.098308,2.519278,0.017155,266.605713,266.605713,17.916666666666668,100.0,5601.593588009684,4789.117321466565,5198.499708082663,4789.117321466565
431,2012-11-06 22:00:00,0.097656,2.457274,0.017242,270.42691,270.42691,17.958333333333332,100.0,5542.038543793456,4805.366846797428,5218.654402079014,4805.366846797428
432,2012-11-06 23:00:00,0.101254,2.455358,0.017242,278.389984,278.389984,18.0,100.0,5700.782599947828,4820.100280737348,5234.823609164736,4820.100280737348
433,2012-11-07 00:00:00,0.099673,2.449685,0.017242,274.045013,274.045013,18.041666666666668,100.0,5598.841806975347,4837.713927121557,5258.1215587038905,4837.713927121557
434,2012-11-07 01:00:00,0.094167,2.72587,0.017602,268.384369,268.388428,18.083333333333332,100.00151238315968,6101.4769816978815,4852.936484718633,5275.157571117463,4852.936484718633
435,2012-11-07 02:00:00,0.104634,3.217596,0.016905,263.374481,263.374481,18.125,100.0,7067.588522574418,4877.907294658218,5316.473541646484,4877.907294658218
436,2012-11-07 03:00:00,0.09809,3.24585,0.01722,255.845886,255.845886,18.166666666666668,100.0,6925.847658069653,4921.7009192165415,5404.029290692881,4921.7009192165415
437,2012-11-07 04:00:00,0.108448,3.24585,0.017602,245.441391,245.441391,18.208333333333332,100.0,6644.1939310710995,4961.783853993604,5480.120209061719,4961.783853993604
438,2012-11-07 05:00:00,0.098308,3.30202,0.016545,226.448212,226.448212,18.25,100.0,6236.1226184019215,4995.432055535153,5538.323895162188,4995.432055535153
439,2012-11-07 06:00:00,0.094058,3.30824,0.017558,197.017715,197.01828,18.291666666666668,100.00028677624242,5435.876513590848,5020.245866792489,5573.213831324174,5020.245866792489
440,2012-11-07 07:00:00,0.093841,3.353059,0.017624,193.731995,193.731995,18.333333333333332,100.0,5417.62071058536,5028.558479728456,5566.346965437508,5028.558479728456
441,2012-11-07 08:00:00,0.104634,3.501179,0.016905,192.339142,192.33812,18.375,99.99946864689664,5616.2409566066235,5036.339724345595,5558.9106526949,5036.339724345595
442,2012-11-07 09:00:00,0.108883,3.633689,0.01722,231.594666,231.594666,18.416666666666668,100.0,7018.468539125968,5047.937748990816,5561.7771678904855,5047.937748990816
443,2012-11-07 10:00:00,0.09471,3.707304,0.017602,260.968872,260.968506,18.458333333333332,99.99985975338852,8068.863148639652,5087.348364793519,5634.61173645226,5087.348364793519
444,2012-11-07 11:00:00,0.097439,3.904181,0.017624,261.172699,261.172699,18.5,100.0,8504.010179548688,5146.978660470441,5756.324307061629,5146.978660470441
