,DateRead,influent_mgd,treatFlow_mgd,ammonia_ppm,nitrate_ppm,rain_inches,cluster,rank,prob_exceed
1048,2019-11-15,236.801453,236.803375,0.513458,2.304382,0.0,0,118.0,10.734896632332532
1049,2019-11-16,239.379089,239.380951,0.513458,2.304382,0.0,0,118.0,10.734896632332532
1050,2019-11-17,239.12085,239.12262,0.513458,2.304382,0.0,0,118.0,10.734896632332532
1051,2019-11-18,257.438599,257.440491,0.513458,2.304382,0.29,0,89.0,8.086785009861934
1052,2019-11-19,266.283508,266.284943,0.16834,1.709515,0.02,0,116.0,10.552268244575938
1053,2019-11-20,246.953613,246.955963,0.10036,1.488714,0.0,0,118.0,10.734896632332532
1054,2019-11-21,242.439285,242.441177,0.105054,1.56739,0.0,0,118.0,10.734896632332532
1055,2019-11-22,256.783386,256.784821,0.10823,1.751128,0.22,0,96.0,8.725984367010009
1056,2019-11-23,249.745392,249.747147,0.110769,0.754236,0.42,0,79.0,7.17364307107897
1057,2019-11-24,341.218323,341.220367,1.742616,0.138588,0.28,1,90.0,8.17809920374023
1058,2019-11-25,258.60321,277.976776,0.109373,0.690741,0.0,0,118.0,10.734896632332532
1059,2019-11-26,249.680847,249.687393,0.143086,1.140454,0.0,0,118.0,10.734896632332532
1060,2019-11-27,247.176468,247.182709,0.103096,1.110797,0.01,0,117.0,10.643582438454233
1061,2019-11-28,240.781433,240.787796,0.0989,1.336919,0.0,0,118.0,10.734896632332532
1062,2019-11-29,217.235672,217.242157,0.096067,1.308229,0.0,0,118.0,10.734896632332532
1063,2019-11-30,231.494141,231.500854,0.10228,1.062124,0.0,0,118.0,10.734896632332532
1064,2019-12-01,300.153076,300.15979,0.316997,1.238785,0.5,0,73.0,6.625757907809191
1065,2019-12-02,274.095795,274.102173,0.572124,1.127648,0.01,0,117.0,10.643582438454233
1066,2019-12-03,254.62999,254.636246,0.109394,0.973945,0.0,0,118.0,10.734896632332532
1067,2019-12-04,247.950211,247.956604,0.11278,1.006492,0.01,0,117.0,10.643582438454233
1068,2019-12-05,244.617157,244.62355,0.099197,1.112246,0.0,0,118.0,10.734896632332532
1069,2019-12-06,237.886841,237.893219,0.098757,1.087841,0.0,0,118.0,10.734896632332532
1070,2019-12-07,242.370316,242.376846,0.101062,1.071014,0.0,0,118.0,10.734896632332532
1071,2019-12-08,243.711182,243.717514,0.10259,1.070616,0.0,0,118.0,10.734896632332532
1072,2019-12-09,337.493713,337.5,0.531459,1.061129,0.75,1,52.0,4.708159836364965
1073,2019-12-10,287.287476,287.294373,1.25209,1.106734,0.13,0,105.0,9.547812111914677
1074,2019-12-11,284.882721,299.969086,0.117794,0.853754,0.09,0,109.0,9.913068887427864
1075,2019-12-12,258.89917,258.90567,0.114205,0.892303,0.0,0,118.0,10.734896632332532
1076,2019-12-13,278.030853,278.037506,0.1133,1.063536,0.27,0,91.0,8.269413397618527
1077,2019-12-14,299.451691,299.457855,0.114186,1.145275,0.12,0,106.0,9.639126305792974
1078,2019-12-15,265.692078,265.698456,0.11231,0.84397,0.0,0,118.0,10.734896632332532
1079,2019-12-16,342.403625,342.409973,0.181207,1.060172,0.41,1,80.0,7.264957264957266
1080,2019-12-17,314.540161,314.545898,0.275735,1.196765,0.13,0,105.0,9.547812111914677
1081,2019-12-18,265.267426,265.273499,0.106716,0.74473,0.0,0,118.0,10.734896632332532
1082,2019-12-19,270.677063,270.683411,0.113281,0.952406,0.0,0,118.0,10.734896632332532
1083,2019-12-20,254.92128,254.92778,0.115623,1.202835,0.0,0,118.0,10.734896632332532
1084,2019-12-21,248.550812,248.557022,0.115537,1.210612,0.0,0,118.0,10.734896632332532
1085,2019-12-22,253.414368,253.42067,0.11632,1.185435,0.0,0,118.0,10.734896632332532
1086,2019-12-23,246.244354,246.250458,0.111602,1.059835,0.0,0,118.0,10.734896632332532
1087,2019-12-24,243.181,243.186005,0.109656,0.90752,0.0,0,118.0,10.734896632332532
1088,2019-12-25,233.639786,233.646042,0.103953,1.062627,0.0,0,118.0,10.734896632332532
1089,2019-12-26,237.671371,237.677277,0.103928,1.057364,0.0,0,118.0,10.734896632332532
1090,2019-12-27,247.732742,247.739014,0.104093,1.039605,0.0,0,118.0,10.734896632332532
1091,2019-12-28,242.053772,242.060364,0.107584,0.91907,0.0,0,118.0,10.734896632332532
1092,2019-12-29,326.478485,326.484985,0.116487,1.028385,0.6,0,63.0,5.712615969026226
1093,2019-12-30,330.899902,330.90567,0.516752,1.283349,0.26,0,92.0,8.360727591496824
1094,2019-12-31,288.509155,288.510406,0.101232,1.006434,0.0,0,118.0,10.734896632332532
