,t,srtSRTtotal,q11,vss11,scod11,cod11,bod11,snh11,tkn11,initial_bod,bod_performance
1142,57.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1143,57.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1144,57.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1145,57.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1146,57.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1147,57.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1148,57.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1149,57.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1150,57.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1151,57.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1152,57.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1153,57.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1154,57.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1155,57.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1156,57.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1157,57.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1158,57.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1159,57.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1160,57.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1161,58.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1162,58.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1163,58.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1164,58.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1165,58.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1166,58.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1167,58.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1168,58.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1169,58.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1170,58.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1171,58.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1172,58.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1173,58.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1174,58.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1175,58.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1176,58.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1177,58.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1178,58.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1179,58.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1180,58.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1181,59.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1182,59.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1183,59.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1184,59.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1185,59.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1186,59.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1187,59.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1188,59.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1189,59.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1190,59.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1191,59.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1192,59.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1193,59.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1194,59.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1195,59.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1196,59.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1197,59.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1198,59.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1199,59.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1200,59.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1201,60.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1202,60.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1203,60.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1204,60.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1205,60.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1206,60.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1207,60.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1208,60.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1209,60.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1210,60.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1211,60.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1212,60.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1213,60.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1214,60.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1215,60.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1216,60.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1217,60.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1218,60.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1219,60.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1220,60.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1221,61.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1222,61.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1223,61.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1224,61.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1225,61.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1226,61.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1227,61.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1228,61.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1229,61.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1230,61.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1231,61.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1232,61.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1233,61.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1234,61.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1235,61.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1236,61.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1237,61.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1238,61.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1239,61.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1240,61.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1241,62.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1242,62.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1243,62.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1244,62.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1245,62.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1246,62.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1247,62.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1248,62.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1249,62.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1250,62.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1251,62.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1252,62.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1253,62.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1254,62.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1255,62.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1256,62.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1257,62.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1258,62.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1259,62.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1260,62.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1261,63.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1262,63.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1263,63.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1264,63.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1265,63.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1266,63.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1267,63.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1268,63.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1269,63.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1270,63.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1271,63.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1272,63.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1273,63.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1274,63.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1275,63.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1276,63.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1277,63.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1278,63.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1279,63.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1280,63.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1281,64.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1282,64.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1283,64.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1284,64.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1285,64.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1286,64.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1287,64.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1288,64.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1289,64.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1290,64.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1291,64.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1292,64.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1293,64.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1294,64.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1295,64.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1296,64.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1297,64.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1298,64.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1299,64.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1300,64.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1301,65.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1302,65.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1303,65.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1304,65.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1305,65.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1306,65.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1307,65.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1308,65.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1309,65.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1310,65.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1311,65.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1312,65.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1313,65.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1314,65.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1315,65.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1316,65.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1317,65.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1318,65.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1319,65.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1320,65.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1321,66.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1322,66.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1323,66.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1324,66.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1325,66.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1326,66.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1327,66.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1328,66.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1329,66.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1330,66.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1331,66.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1332,66.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1333,66.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1334,66.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1335,66.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1336,66.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1337,66.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1338,66.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1339,66.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1340,66.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1341,67.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1342,67.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1343,67.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1344,67.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1345,67.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1346,67.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1347,67.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1348,67.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1349,67.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1350,67.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1351,67.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1352,67.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1353,67.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1354,67.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1355,67.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1356,67.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1357,67.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1358,67.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1359,67.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1360,67.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1361,68.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1362,68.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1363,68.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1364,68.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1365,68.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1366,68.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1367,68.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1368,68.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1369,68.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1370,68.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1371,68.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1372,68.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1373,68.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1374,68.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1375,68.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1376,68.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1377,68.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1378,68.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1379,68.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1380,68.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1381,69.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1382,69.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1383,69.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1384,69.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1385,69.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1386,69.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1387,69.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1388,69.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1389,69.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1390,69.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1391,69.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1392,69.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1393,69.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1394,69.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1395,69.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1396,69.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1397,69.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1398,69.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1399,69.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1400,69.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1401,70.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1402,70.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1403,70.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1404,70.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1405,70.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1406,70.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1407,70.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1408,70.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1409,70.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1410,70.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1411,70.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1412,70.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1413,70.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1414,70.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1415,70.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1416,70.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1417,70.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1418,70.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1419,70.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1420,70.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1421,71.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1422,71.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1423,71.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1424,71.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1425,71.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1426,71.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1427,71.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1428,71.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1429,71.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1430,71.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1431,71.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
