"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-09-26","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","69",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-09-27","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"91",",,W","72",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-09-28","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"81",",,W","66",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-09-29","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","58",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-09-30","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","57",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-01","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","51",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-02","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","52",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-03","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","56",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-04","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","56",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-05","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","58",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-06","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","65",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-07","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","65",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-08","0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","75",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-09","0.56",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","74",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-10","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","72",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-11","0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","67",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-12","0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","61",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-13","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","60",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-14","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","62",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-15","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","64",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-16","0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","52",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-17","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","46",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-18","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","45",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-19","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","49",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-20","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","55",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-21","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","52",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-22","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","54",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-23","0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","60",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-24","0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","58",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-25","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","50",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-26","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","49",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-27","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","43",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-28","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","54",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-29","0.97",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","47",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-30","0.09",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","45",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-10-31","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","44",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-01","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","46",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-02","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","51",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-03","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","58",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-04","0.58",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"61",",,W","49",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-05","0.09",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","54",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-06","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","56",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-07","1.07",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","42",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-08","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"49",",,W","42",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-09","0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"57",",,W","45",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-10","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"50",",,W","32",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-11","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"39",",,W","26",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-12","0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"47",",,W","31",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-13","0.13",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","41",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-14","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","39",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-15","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"55",",,W","35",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-16","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","44",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-17","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"54",",,W","40",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-18","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","37",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-19","0.07",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","43",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-20","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","38",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-21","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","40",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-22","0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"59",",,W","37",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-23","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"47",",,W","32",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-24","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","32",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-25","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","38",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-26","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"55",",,W","43",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-27","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","38",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-28","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"61",",,W","39",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-29","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","42",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-11-30","0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","42",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-01","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"57",",,W","42",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-02","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","36",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-03","0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"57",",,W","38",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-04","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","36",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-05","0.07",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","45",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-06","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"57",",,W","42",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-07","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","40",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-08","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"42",",,W","37",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-09","0.18",",,W,2400","1.5",",,W,2400","0.0",",,W,2400",,,"38",",,W","32",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-10","0.00",",,W,2400","0.0",",,W,2400","2.0",",,W,2400",,,"41",",,W","30",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-11","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"49",",,W","35",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-12","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"49",",,W","25",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-13","0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"37",",,W","23",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-14","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"44",",,W","31",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-15","0.01",",,W,2400","0.2",",,W,2400","0.0",",,W,2400",,,"31",",,W","25",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-16","0.00",",,W,2400","0.0",",,W,2400","0.0","T,,W,2400",,,"48",",,W","25",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-17","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"50",",,W","30",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-18","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","39",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-19","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","40",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-20","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","38",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-21","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"46",",,W","32",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-22","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"57",",,W","36",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-23","0.18",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","45",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-24","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"46",",,W","39",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-25","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"41",",,W","31",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-26","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"39",",,W","30",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-27","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33",",,W","19",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-28","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25",",,W","16",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-29","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32",",,W","19",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-30","0.03",",,W,2400","0.2",",,W,2400","0.0","T,,W,2400",,,"33",",,W","22",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2017-12-31","0.00",",,W,2400","0.0",",,W,2400","0.0","T,,W,2400",,,"23",",,W","16",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-01","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","19","H,,S","26",",,W","13",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-02","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","18","H,,S","26",",,W","13",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-03","0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400","23","H,,S","35",",,W","13",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-04","0.10",",,W,2400","0.8",",,W,2400","1.2",",,W,2400","26","H,,S","27",",,W","16",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-05","0.00",",,W,2400","0.0",",,W,2400","1.2",",,W,2400","17","H,,S","21",",,W","13",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-06","0.00",",,W,2400","0.0",",,W,2400","0.0","T,,W,2400","15","H,,S","21",",,W","11",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-07","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","15","H,,S","23",",,W","8",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-08","0.06",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","25","H,,S","39",",,W","19",",,W",,,,,,,"    1",",,W",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-09","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","38","H,,S","51",",,W","30",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-10","0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","36","H,,S","43",",,W","27",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-11","0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","46","H,,S","62",",,W","38",",,W",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2018-01-12","0.37",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","60","H,,S","64",",,W","57",",,W","    1",",,W",,,,,,,,,,,,,,
