t,srtSRTtotal,biothickl21(1),biothickl21(2),profile1xbhl21(1),profile1xbhl21(2),profile1xbhl21(3),profile1xbhl21(4),profile1xbhl21(5),profile1xbhl21(6),profile1xbail21(1),profile1xbail21(2),profile1xbail21(3),profile1xbail21(4),profile1xbail21(5),profile1xbail21(6),profile1xbaal21(1),profile1xbaal21(3),profile1xbaal21(4),profile1xbaal21(5),profile1xbaal21(6),innero2masstransl21(1),innero2masstransl21(2),q11,x11,vss11,scod11,cod11,bod11,snh11,tkn11
days,d,m,m,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,kg/d,kg/d,MGD(US),mg/L,mg/L,mgCOD/L,mgCOD/L,mgO2/L,mgN/L,mgN/L
27.95,3.197,0.0002456,0.0002447,814,59390,37180,23880,15790,12090,45.9,3382,12410,12820,9704,7728,13.96,4553,5127,4035,3260,1.26E+31,1.26E+31,2.96,2.05,1.367,13.64,15.77,1.823,0.1403,1.718
28,3.197,0.0002456,0.0002447,814.1,59390,37180,23880,15790,12090,45.9,3382,12410,12820,9704,7728,13.96,4553,5126,4034,3260,1.26E+31,1.26E+31,2.96,2.05,1.367,13.64,15.77,1.823,0.1403,1.718
28.05,3.197,0.0002456,0.0002447,814.1,59380,37180,23870,15790,12090,45.91,3382,12400,12820,9703,7727,13.96,4553,5126,4034,3260,1.26E+31,1.26E+31,2.96,2.05,1.367,13.64,15.77,1.823,0.1403,1.718
28.1,3.197,0.0002456,0.0002447,814.1,59380,37180,23870,15790,12090,45.91,3382,12400,12820,9702,7726,13.96,4552,5125,4034,3259,1.26E+31,1.26E+31,2.96,2.05,1.367,13.64,15.77,1.823,0.1402,1.718
28.15,3.197,0.0002456,0.0002447,814.1,59380,37170,23870,15790,12090,45.91,3382,12400,12820,9701,7726,13.96,4552,5125,4033,3259,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.718
28.2,3.197,0.0002456,0.0002447,814.1,59380,37170,23870,15790,12090,45.91,3382,12400,12820,9701,7725,13.96,4552,5125,4033,3259,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.718
28.25,3.197,0.0002456,0.0002447,814.2,59370,37170,23870,15790,12090,45.92,3382,12400,12820,9700,7724,13.96,4551,5124,4033,3259,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.3,3.197,0.0002456,0.0002447,814.2,59370,37170,23870,15790,12090,45.92,3382,12400,12820,9699,7724,13.96,4551,5124,4033,3258,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.35,3.197,0.0002456,0.0002447,814.2,59370,37170,23870,15790,12090,45.92,3382,12400,12820,9698,7723,13.96,4551,5123,4032,3258,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.4,3.197,0.0002456,0.0002447,814.2,59370,37170,23870,15790,12090,45.92,3382,12400,12820,9698,7723,13.96,4550,5123,4032,3258,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.45,3.197,0.0002456,0.0002447,814.2,59360,37160,23870,15780,12090,45.93,3382,12400,12810,9697,7722,13.96,4550,5123,4032,3258,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.5,3.197,0.0002456,0.0002447,814.2,59360,37160,23860,15780,12090,45.93,3381,12400,12810,9696,7721,13.97,4550,5122,4032,3258,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.55,3.197,0.0002456,0.0002447,814.3,59360,37160,23860,15780,12090,45.93,3381,12390,12810,9695,7721,13.97,4549,5122,4031,3257,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.6,3.197,0.0002456,0.0002447,814.3,59360,37160,23860,15780,12090,45.93,3381,12390,12810,9695,7720,13.97,4549,5122,4031,3257,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.65,3.197,0.0002456,0.0002447,814.3,59350,37160,23860,15780,12080,45.94,3381,12390,12810,9694,7720,13.97,4549,5121,4031,3257,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.7,3.197,0.0002456,0.0002447,814.3,59350,37160,23860,15780,12080,45.94,3381,12390,12810,9693,7719,13.97,4548,5121,4030,3257,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1402,1.717
28.75,3.197,0.0002456,0.0002447,814.3,59350,37160,23860,15780,12080,45.94,3381,12390,12810,9692,7718,13.97,4548,5121,4030,3257,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1401,1.717
28.8,3.197,0.0002456,0.0002447,814.4,59340,37150,23860,15780,12080,45.94,3381,12390,12810,9692,7718,13.97,4548,5120,4030,3256,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1401,1.717
28.85,3.197,0.0002456,0.0002447,814.4,59340,37150,23860,15780,12080,45.95,3381,12390,12810,9691,7717,13.97,4547,5120,4030,3256,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1401,1.717
28.9,3.197,0.0002456,0.0002447,814.4,59340,37150,23860,15780,12080,45.95,3381,12390,12810,9690,7717,13.97,4547,5119,4029,3256,1.26E+31,1.26E+31,2.96,2.051,1.367,13.64,15.77,1.823,0.1401,1.717
28.95,3.197,0.0002456,0.0002447,814.4,59340,37150,23860,15780,12080,45.95,3381,12390,12800,9689,7716,13.97,4547,5119,4029,3256,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.823,0.1401,1.717
29,3.197,0.0002456,0.0002447,814.4,59330,37150,23850,15780,12080,45.95,3381,12390,12800,9689,7715,13.97,4546,5119,4029,3256,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.823,0.1401,1.717
29.05,3.197,0.0002456,0.0002447,814.4,59330,37150,23850,15770,12080,45.96,3381,12390,12800,9688,7715,13.97,4546,5118,4029,3255,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.823,0.1401,1.717
29.1,3.197,0.0002456,0.0002447,814.5,59330,37140,23850,15770,12080,45.96,3381,12380,12800,9687,7714,13.98,4546,5118,4028,3255,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.823,0.1401,1.717
29.15,3.197,0.0002456,0.0002447,814.5,59330,37140,23850,15770,12080,45.96,3381,12380,12800,9687,7714,13.98,4546,5118,4028,3255,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.823,0.1401,1.717
29.2,3.197,0.0002456,0.0002447,814.5,59320,37140,23850,15770,12080,45.96,3381,12380,12800,9686,7713,13.98,4545,5117,4028,3255,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.823,0.1401,1.717
29.25,3.197,0.0002456,0.0002447,814.5,59320,37140,23850,15770,12080,45.96,3381,12380,12800,9685,7713,13.98,4545,5117,4028,3255,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.1401,1.717
29.3,3.197,0.0002456,0.0002447,814.5,59320,37140,23850,15770,12080,45.97,3381,12380,12800,9685,7712,13.98,4545,5117,4027,3254,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.1401,1.717
29.35,3.197,0.0002456,0.0002447,814.5,59320,37140,23850,15770,12080,45.97,3381,12380,12800,9684,7711,13.98,4544,5116,4027,3254,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.1401,1.717
29.4,3.197,0.0002456,0.0002447,814.6,59310,37140,23850,15770,12080,45.97,3381,12380,12800,9683,7711,13.98,4544,5116,4027,3254,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.14,1.717
29.45,3.197,0.0002456,0.0002447,814.6,59310,37130,23840,15770,12070,45.97,3381,12380,12800,9683,7710,13.98,4544,5116,4027,3254,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.14,1.717
29.5,3.197,0.0002456,0.0002447,814.6,59310,37130,23840,15770,12070,45.98,3381,12380,12790,9682,7710,13.98,4543,5115,4026,3254,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.14,1.717
29.55,3.197,0.0002456,0.0002447,814.6,59310,37130,23840,15770,12070,45.98,3380,12380,12790,9681,7709,13.98,4543,5115,4026,3253,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.14,1.717
29.6,3.197,0.0002456,0.0002447,814.6,59300,37130,23840,15770,12070,45.98,3380,12380,12790,9681,7709,13.98,4543,5115,4026,3253,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.14,1.717
29.65,3.197,0.0002456,0.0002447,814.6,59300,37130,23840,15770,12070,45.98,3380,12380,12790,9680,7708,13.99,4543,5114,4026,3253,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.14,1.717
29.7,3.197,0.0002456,0.0002447,814.6,59300,37130,23840,15770,12070,45.99,3380,12370,12790,9679,7708,13.99,4542,5114,4025,3253,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.14,1.717
29.75,3.197,0.0002456,0.0002447,814.7,59300,37130,23840,15760,12070,45.99,3380,12370,12790,9679,7707,13.99,4542,5114,4025,3253,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.14,1.717
29.8,3.197,0.0002456,0.0002447,814.7,59290,37120,23840,15760,12070,45.99,3380,12370,12790,9678,7707,13.99,4542,5113,4025,3252,1.26E+31,1.26E+31,2.96,2.052,1.367,13.64,15.77,1.822,0.14,1.717
29.85,3.197,0.0002456,0.0002447,814.7,59290,37120,23840,15760,12070,45.99,3380,12370,12790,9677,7706,13.99,4541,5113,4025,3252,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.14,1.717
29.9,3.197,0.0002456,0.0002447,814.7,59290,37120,23840,15760,12070,45.99,3380,12370,12790,9677,7705,13.99,4541,5113,4024,3252,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.14,1.717
29.95,3.197,0.0002456,0.0002447,814.7,59280,37120,23830,15760,12070,46,3380,12370,12790,9676,7705,13.99,4541,5112,4024,3252,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.14,1.717
30,3.197,0.0002456,0.0002447,814.7,59280,37120,23830,15760,12070,46,3380,12370,12790,9675,7704,13.99,4541,5112,4024,3252,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.14,1.717
30.05,3.197,0.0002456,0.0002447,814.8,59280,37120,23830,15760,12070,46,3380,12370,12780,9675,7704,13.99,4540,5112,4024,3251,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.14,1.717
30.1,3.197,0.0002456,0.0002447,814.8,59280,37110,23830,15760,12070,46,3380,12370,12780,9674,7703,13.99,4540,5111,4023,3251,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.15,3.197,0.0002456,0.0002447,814.8,59270,37110,23830,15760,12070,46.01,3380,12370,12780,9673,7703,13.99,4540,5111,4023,3251,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.2,3.197,0.0002456,0.0002447,814.8,59270,37110,23830,15760,12070,46.01,3380,12370,12780,9673,7702,13.99,4539,5111,4023,3251,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.25,3.197,0.0002456,0.0002447,814.8,59270,37110,23830,15760,12070,46.01,3380,12370,12780,9672,7702,13.99,4539,5110,4023,3251,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.3,3.197,0.0002456,0.0002447,814.8,59270,37110,23830,15760,12060,46.01,3380,12360,12780,9671,7701,14,4539,5110,4023,3250,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.35,3.197,0.0002456,0.0002447,814.8,59260,37110,23830,15760,12060,46.01,3380,12360,12780,9671,7701,14,4539,5110,4022,3250,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.4,3.197,0.0002456,0.0002447,814.9,59260,37110,23830,15760,12060,46.02,3380,12360,12780,9670,7700,14,4538,5110,4022,3250,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.45,3.197,0.0002456,0.0002447,814.9,59260,37100,23820,15750,12060,46.02,3379,12360,12780,9670,7700,14,4538,5109,4022,3250,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.5,3.197,0.0002456,0.0002447,814.9,59260,37100,23820,15750,12060,46.02,3379,12360,12780,9669,7699,14,4538,5109,4022,3250,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.55,3.197,0.0002456,0.0002447,814.9,59250,37100,23820,15750,12060,46.02,3379,12360,12780,9668,7699,14,4537,5109,4021,3250,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.6,3.197,0.0002456,0.0002447,814.9,59250,37100,23820,15750,12060,46.02,3379,12360,12780,9668,7698,14,4537,5108,4021,3249,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.65,3.197,0.0002456,0.0002447,814.9,59250,37100,23820,15750,12060,46.03,3379,12360,12770,9667,7698,14,4537,5108,4021,3249,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.7,3.197,0.0002456,0.0002447,814.9,59250,37100,23820,15750,12060,46.03,3379,12360,12770,9666,7697,14,4537,5108,4021,3249,1.26E+31,1.26E+31,2.96,2.053,1.367,13.64,15.77,1.822,0.1399,1.717
30.75,3.197,0.0002456,0.0002447,815,59240,37100,23820,15750,12060,46.03,3379,12360,12770,9666,7697,14,4536,5107,4021,3249,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1399,1.717
30.8,3.197,0.0002456,0.0002447,815,59240,37090,23820,15750,12060,46.03,3379,12360,12770,9665,7696,14,4536,5107,4020,3249,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1399,1.717
30.85,3.197,0.0002456,0.0002447,815,59240,37090,23820,15750,12060,46.03,3379,12360,12770,9665,7696,14,4536,5107,4020,3249,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
30.9,3.197,0.0002456,0.0002447,815,59240,37090,23820,15750,12060,46.04,3379,12360,12770,9664,7695,14,4536,5107,4020,3248,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
30.95,3.197,0.0002456,0.0002447,815,59230,37090,23810,15750,12060,46.04,3379,12350,12770,9663,7695,14.01,4535,5106,4020,3248,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31,3.197,0.0002456,0.0002447,815,59230,37090,23810,15750,12060,46.04,3379,12350,12770,9663,7694,14.01,4535,5106,4019,3248,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.05,3.197,0.0002456,0.0002447,815,59230,37090,23810,15750,12060,46.04,3379,12350,12770,9662,7694,14.01,4535,5106,4019,3248,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.1,3.197,0.0002456,0.0002447,815.1,59220,37090,23810,15750,12060,46.04,3379,12350,12770,9662,7693,14.01,4535,5105,4019,3248,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.15,3.197,0.0002456,0.0002447,815.1,59220,37080,23810,15740,12060,46.05,3379,12350,12770,9661,7693,14.01,4534,5105,4019,3248,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.2,3.197,0.0002456,0.0002447,815.1,59220,37080,23810,15740,12050,46.05,3379,12350,12770,9661,7692,14.01,4534,5105,4019,3247,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.25,3.197,0.0002456,0.0002447,815.1,59220,37080,23810,15740,12050,46.05,3379,12350,12770,9660,7692,14.01,4534,5105,4018,3247,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.3,3.197,0.0002456,0.0002447,815.1,59210,37080,23810,15740,12050,46.05,3378,12350,12760,9659,7691,14.01,4534,5104,4018,3247,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.35,3.197,0.0002456,0.0002447,815.1,59210,37080,23810,15740,12050,46.05,3378,12350,12760,9659,7691,14.01,4533,5104,4018,3247,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.4,3.197,0.0002456,0.0002447,815.1,59210,37080,23810,15740,12050,46.06,3378,12350,12760,9658,7690,14.01,4533,5104,4018,3247,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.45,3.197,0.0002456,0.0002447,815.2,59210,37080,23800,15740,12050,46.06,3378,12350,12760,9658,7690,14.01,4533,5103,4018,3247,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.5,3.197,0.0002456,0.0002447,815.2,59200,37070,23800,15740,12050,46.06,3378,12350,12760,9657,7690,14.01,4533,5103,4017,3246,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.55,3.197,0.0002456,0.0002447,815.2,59200,37070,23800,15740,12050,46.06,3378,12350,12760,9657,7689,14.01,4532,5103,4017,3246,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.6,3.197,0.0002456,0.0002447,815.2,59200,37070,23800,15740,12050,46.06,3378,12350,12760,9656,7689,14.01,4532,5103,4017,3246,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1398,1.717
31.65,3.197,0.0002456,0.0002447,815.2,59200,37070,23800,15740,12050,46.07,3378,12340,12760,9655,7688,14.02,4532,5102,4017,3246,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1397,1.717
31.7,3.197,0.0002456,0.0002447,815.2,59190,37070,23800,15740,12050,46.07,3378,12340,12760,9655,7688,14.02,4532,5102,4016,3246,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1397,1.717
31.75,3.197,0.0002456,0.0002447,815.2,59190,37070,23800,15740,12050,46.07,3378,12340,12760,9654,7687,14.02,4531,5102,4016,3246,1.26E+31,1.26E+31,2.96,2.054,1.367,13.64,15.77,1.821,0.1397,1.717
31.8,3.197,0.0002456,0.0002447,815.2,59190,37070,23800,15740,12050,46.07,3378,12340,12760,9654,7687,14.02,4531,5101,4016,3245,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.717
31.85,3.197,0.0002456,0.0002447,815.3,59190,37070,23800,15740,12050,46.07,3378,12340,12760,9653,7686,14.02,4531,5101,4016,3245,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.717
31.9,3.197,0.0002456,0.0002447,815.3,59180,37060,23800,15730,12050,46.08,3378,12340,12760,9653,7686,14.02,4531,5101,4016,3245,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.717
31.95,3.197,0.0002456,0.0002447,815.3,59180,37060,23800,15730,12050,46.08,3378,12340,12760,9652,7685,14.02,4531,5101,4015,3245,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.717
32,3.196,0.0002456,0.0002447,815.3,59180,37060,23790,15730,12050,46.08,3378,12340,12750,9652,7685,14.02,4530,5100,4015,3245,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.717
32.05,3.196,0.0002456,0.0002447,815.3,59180,37060,23790,15730,12050,46.08,3378,12340,12750,9651,7685,14.02,4530,5100,4015,3245,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.717
32.1,3.196,0.0002456,0.0002447,815.3,59170,37060,23790,15730,12050,46.08,3377,12340,12750,9651,7684,14.02,4530,5100,4015,3244,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.717
32.15,3.196,0.0002456,0.0002447,815.3,59170,37060,23790,15730,12040,46.09,3377,12340,12750,9650,7684,14.02,4530,5100,4015,3244,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.717
32.2,3.196,0.0002456,0.0002447,815.3,59170,37060,23790,15730,12040,46.09,3377,12340,12750,9649,7683,14.02,4529,5099,4015,3244,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.717
32.25,3.196,0.0002456,0.0002447,815.3,59170,37050,23790,15730,12040,46.09,3377,12340,12750,9649,7683,14.02,4529,5099,4014,3244,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.716
32.3,3.196,0.0002456,0.0002447,815.4,59160,37050,23790,15730,12040,46.09,3377,12340,12750,9648,7682,14.02,4529,5099,4014,3244,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.716
32.35,3.196,0.0002456,0.0002447,815.4,59160,37050,23790,15730,12040,46.09,3377,12330,12750,9648,7682,14.02,4529,5099,4014,3244,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.716
32.4,3.196,0.0002456,0.0002447,815.4,59160,37050,23790,15730,12040,46.09,3377,12330,12750,9647,7682,14.03,4528,5098,4014,3244,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.716
32.45,3.196,0.0002456,0.0002447,815.4,59160,37050,23790,15730,12040,46.1,3377,12330,12750,9647,7681,14.03,4528,5098,4014,3243,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.716
32.5,3.196,0.0002456,0.0002447,815.4,59150,37050,23790,15730,12040,46.1,3377,12330,12750,9646,7681,14.03,4528,5098,4013,3243,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.821,0.1397,1.716
32.55,3.196,0.0002456,0.0002447,815.4,59150,37050,23780,15730,12040,46.1,3377,12330,12750,9646,7680,14.03,4528,5098,4013,3243,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.82,0.1396,1.716
32.6,3.196,0.0002456,0.0002447,815.4,59150,37040,23780,15730,12040,46.1,3377,12330,12750,9645,7680,14.03,4528,5097,4013,3243,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.82,0.1396,1.716
32.65,3.196,0.0002456,0.0002447,815.4,59150,37040,23780,15730,12040,46.1,3377,12330,12750,9645,7680,14.03,4527,5097,4013,3243,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.82,0.1396,1.716
32.7,3.196,0.0002456,0.0002447,815.5,59140,37040,23780,15720,12040,46.1,3377,12330,12740,9644,7679,14.03,4527,5097,4013,3243,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.82,0.1396,1.716
32.75,3.196,0.0002456,0.0002447,815.5,59140,37040,23780,15720,12040,46.11,3377,12330,12740,9644,7679,14.03,4527,5097,4012,3242,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.82,0.1396,1.716
32.8,3.196,0.0002456,0.0002447,815.5,59140,37040,23780,15720,12040,46.11,3377,12330,12740,9643,7678,14.03,4527,5096,4012,3242,1.26E+31,1.26E+31,2.96,2.055,1.367,13.64,15.77,1.82,0.1396,1.716
32.85,3.196,0.0002456,0.0002447,815.5,59130,37040,23780,15720,12040,46.11,3376,12330,12740,9643,7678,14.03,4527,5096,4012,3242,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
32.9,3.196,0.0002456,0.0002447,815.5,59130,37040,23780,15720,12040,46.11,3376,12330,12740,9642,7677,14.03,4526,5096,4012,3242,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
32.95,3.196,0.0002456,0.0002447,815.5,59130,37040,23780,15720,12040,46.11,3376,12330,12740,9642,7677,14.03,4526,5096,4012,3242,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33,3.196,0.0002456,0.0002447,815.5,59130,37030,23780,15720,12040,46.12,3376,12330,12740,9641,7677,14.03,4526,5095,4012,3242,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.05,3.196,0.0002456,0.0002447,815.5,59120,37030,23780,15720,12040,46.12,3376,12330,12740,9641,7676,14.03,4526,5095,4011,3242,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.1,3.196,0.0002456,0.0002447,815.5,59120,37030,23770,15720,12040,46.12,3376,12330,12740,9640,7676,14.03,4525,5095,4011,3241,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.15,3.196,0.0002456,0.0002447,815.6,59120,37030,23770,15720,12030,46.12,3376,12320,12740,9640,7675,14.03,4525,5095,4011,3241,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.2,3.196,0.0002456,0.0002447,815.6,59120,37030,23770,15720,12030,46.12,3376,12320,12740,9639,7675,14.04,4525,5094,4011,3241,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.25,3.196,0.0002456,0.0002447,815.6,59110,37030,23770,15720,12030,46.12,3376,12320,12740,9639,7675,14.04,4525,5094,4011,3241,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.3,3.196,0.0002456,0.0002447,815.6,59110,37030,23770,15720,12030,46.13,3376,12320,12740,9638,7674,14.04,4525,5094,4010,3241,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.35,3.196,0.0002456,0.0002447,815.6,59110,37030,23770,15720,12030,46.13,3376,12320,12740,9638,7674,14.04,4524,5094,4010,3241,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.4,3.196,0.0002456,0.0002447,815.6,59110,37020,23770,15720,12030,46.13,3376,12320,12740,9637,7674,14.04,4524,5093,4010,3241,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.45,3.196,0.0002456,0.0002447,815.6,59100,37020,23770,15720,12030,46.13,3376,12320,12730,9637,7673,14.04,4524,5093,4010,3240,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1396,1.716
33.5,3.196,0.0002456,0.0002447,815.6,59100,37020,23770,15720,12030,46.13,3376,12320,12730,9637,7673,14.04,4524,5093,4010,3240,1.26E+31,1.26E+31,2.96,2.056,1.367,13.64,15.77,1.82,0.1395,1.716
