,influent
2077,276.25724333950035
2078,304.3573083411006
2079,297.2012166623002
2080,291.65760166680053
2081,280.91879832690034
2082,292.6403950015009
2083,325.7770866672006
2084,333.4759716704995
2085,308.20897834280004
2086,299.0319516801999
2087,332.0091883391997
2088,289.7189799927004
2089,345.6983866667992
2090,336.7848716655013
2091,290.34638000340004
2092,261.88169666240145
2093,248.0332783301005
2094,264.3070516741999
2095,286.02946666910117
2096,285.4554083351
2097,275.50533166449935
2098,284.51848165829904
2099,294.15041667689815
2100,309.95109999939996
2101,299.3493300091004
2102,280.28349000419956
2103,251.98881166710092
2104,282.6424383424997
2105,288.33793666990056
2106,299.4570500046005
2107,267.0908983452009
2108,286.5058100065001
2109,273.8331566647005
2110,283.28181166750016
2111,312.27726666980004
2112,300.87761168010127
2113,276.34194166119994
2114,312.6162999895012
2115,266.2316383302996
2116,269.6123116689005
2117,283.4955683334008
2118,282.5121583362007
2119,301.4911683383013
2120,288.3703166746003
2121,305.1931683389007
2122,294.12002833540055
2123,304.11341666550095
2124,291.87954999730067
2125,263.3061799877997
2126,298.1175616661003
2127,288.3240283347996
2128,292.25739000490023
2129,278.0069583352995
2130,280.28117500520045
2131,333.17120000249815
2132,273.6926066627011
2133,323.50462999489906
2134,277.75756166250056
2135,271.739475004199
2136,276.10341166410103
2137,290.95371166850083
2138,314.548116670902
2139,292.61780166710054
2140,262.7590933394007
2141,258.45525834300065
2142,294.9287716789006
2143,278.19998667010015
2144,268.2911166673001
2145,287.8697683388996
2146,274.02579666729906
2147,295.96485499790055
2148,300.0625466638996
2149,304.17450833119955
2150,333.8009916649005
2151,285.7152349914009
2152,334.83910832929894
2153,304.3822416705998
2154,289.3981683288
2155,356.6216449966995
2156,380.0518833308977
2157,433.8425433203013
2158,431.4860816695989
2159,361.5097016689989
2160,385.11226499169766
2161,443.74401833109897
2162,459.13243333339835
2163,402.27545332450103
2164,333.18196665689965
2165,349.3920966593999
2166,348.72219333930116
2167,330.47587333560057
2168,304.7757883390986
2169,327.57165834230005
2170,322.1174233345999
2171,314.47246833170004
2172,314.3055400022003
2173,312.26816833839973
2174,326.9001508371996
2175,329.3651883430999
2176,292.85029750470034
2177,338.73554500479884
2178,354.4261250005978
2179,343.91661999079935
2180,341.9167200026003
2181,293.6635150013001
2182,251.90065333689952
2183,300.9433000008004
2184,285.74137834060036
2185,267.1394166731007
2186,311.24930998689985
2187,348.6697799925988
2188,338.1103299993985
2189,304.0942697386805
2190,377.4792683397982
2191,355.0494866547984
2192,350.06942165489824
2193,289.72874667280115
2194,282.5508416680014
2195,314.1881249916011
2196,317.6013366578015
2197,314.29042667410073
2198,290.7084116809998
2199,304.00996834350104
2200,318.4310533292008
2201,301.2238450103973
2202,325.9007949962996
2203,312.37609500239995
2204,279.4811099943005
2205,271.85192498950033
2206,267.05287333180104
2207,276.1897500040997
2208,294.2430499971004
2209,269.5808816692994
2210,310.44765165770167
2211,268.7426383410009
2212,325.5709833335992
2213,296.0496733373998
2214,251.33535500689987
2215,389.2024899991014
2216,451.95105500600016
2217,398.82510333490046
2218,372.48510666560026
2219,437.1432833381006
2220,393.7457216680015
2221,266.9205766602014
2222,282.1489333382002
2223,363.9774899972989
2224,367.76225166469965
2225,385.08286166609844
2226,276.0535866695994
2227,437.9528216652995
2228,363.06461333119984
2229,257.53526833230046
2230,407.0144583291999
2231,329.70631896243947
2232,318.9200974990012
2233,314.8277249991999
2234,333.44741334040066
2235,428.56090168109694
2236,334.05970166059967
2237,310.2891716779991
2238,322.025471677999
2239,310.43642000279914
2240,327.13716166589876
2241,441.63546666649796
2242,342.02425999789887
2243,346.4349716718982
2244,342.22449333079805
2245,335.01534334390124
2246,354.2790533248
2247,337.5178216589006
2248,300.3898099943014
2249,272.68752000369966
2250,280.6366000050001
2251,335.73089666940126
2252,324.90144083649886
2253,330.9282466748025
2254,407.35093166769747
2255,408.87116334569674
2256,350.02080833599865
2257,343.8247416740991
2258,426.92258667989717
2259,359.8992666653986
2260,348.5063516725004
2261,329.6228524998016
2262,346.34471666770054
2263,378.7597866654998
2264,355.3715549945993
2265,358.28987832830063
2266,357.8260874962006
2267,360.5138566639004
2268,355.9812133292988
2269,308.57255499969904
2270,298.24719166920033
2271,273.26376833320006
2272,291.8115350010032
2273,296.8502900014997
2274,278.1355533375002
2275,275.4072333391998
2276,310.08576832869966
2277,265.29970166500146
2278,252.84667500219874
2279,293.64218166909984
2280,253.78948999960048
2281,278.93097833200017
2282,273.93459333469997
2283,288.1048550014006
2284,265.7339449953011
2285,286.4342549997989
2286,267.1842183269016
2287,276.2876116677991
2288,265.81327166580047
2289,269.2993516626004
2290,247.75463665850162
2291,262.8362800024005
2292,271.0058250028005
2293,288.68306666540053
2294,261.8712949968996
2295,339.89776333739957
2296,278.908826658199
2297,383.30806332800034
2298,360.0374483295989
2299,309.3513650056
2300,271.82738333239934
2301,413.6510050077986
2302,359.5914799993997
2303,338.1838033327995
2304,353.5378116672996
2305,378.3120550006981
2306,498.1098783292995
2307,490.4667233312004
2308,515.8186516599006
2309,489.2730666591995
2310,397.9543400097991
2311,481.7648333313015
2312,469.8233466719008
2313,430.54053166139875
2314,276.8675316673003
2315,309.3134250050997
2316,305.2001616711
2317,309.9611049963985
2318,292.76413860401635
2319,295.6148402705156
2320,282.8592436131162
2321,298.3961900009996
2322,314.4843483461003
2323,296.7062375107019
2324,341.9006716605982
2325,357.7515616696981
2326,314.49000334089834
2327,330.8827149948987
2328,386.4540100085985
2329,387.71131999989734
2330,423.2879666790967
2331,388.82897000919843
2332,402.0614483332978
2333,372.53588834289855
2334,352.8636599903997
2335,341.38132666119856
2336,386.0253574963974
2337,357.7294466638003
2338,349.37301833550083
2339,387.86755000040057
2340,309.4223866686995
2341,318.62795333800193
2342,267.12807166619996
2343,258.9775283352991
2344,276.9471583382992
2345,276.20556666639936
2346,261.00801833750046
2347,288.20482333040064
2348,269.2517433300004
2349,303.3299283454997
2350,280.81426999060136
2351,282.66982166240035
2352,295.70355500680046
2353,285.2763783266006
2354,284.1614299971013
2355,253.5389499984997
2356,249.28946333719966
2357,312.2675099999001
2358,313.4131351955289
2359,331.71110500350096
2360,323.75898000290124
2361,319.1007100038007
2362,319.5236833398997
2363,306.82391833549985
2364,310.1965099979005
2365,325.6736183338017
2366,316.0420499970004
2367,270.63146165730126
2368,294.5581849954005
2369,241.05836498940005
2370,248.51653665849958
2371,263.4064983346999
2372,300.79147999900056
2373,293.29514334339865
2374,272.25904167550044
2375,266.81249832970127
2376,294.42587500020113
2377,282.46898834179973
2378,234.79693165900122
2379,321.2979500042999
2380,286.7353116689994
2381,321.68150999119905
2382,322.3421233266011
2383,284.82748166440206
2384,281.51377000639883
2385,289.47952333089876
2386,316.3655066656995
2387,305.2308116634997
2388,311.55077999250284
2389,315.3107066687007
2390,293.7975283366013
2391,302.01036833280034
2392,298.5347083341026
2393,286.5524433346993
2394,314.6384533322996
2395,316.52830332959707
2396,342.78946833100144
2397,337.3406816605004
2398,338.0417566638008
2399,325.43898499809995
2400,346.5408666656029
2401,318.8974799973023
2402,377.4951233369003
2403,383.32742333819994
2404,279.5949950058003
2405,382.22164667300024
2406,289.2483516705015
2407,319.40864833620094
2408,291.78842333299923
2409,305.2927800107991
2410,338.5223816656008
2411,316.93301999500153
2412,309.2193933186016
2413,334.1280183321992
2414,326.10149000490003
2415,310.6706733334999
2416,343.6387266633009
2417,291.23487833400156
2418,283.30261000199937
2419,281.3538583389002
2420,295.35013000250154
2421,293.07112000350156
2422,292.36242833470067
2423,325.93004167289996
2424,311.9204276999095
2425,458.10454333269837
2426,441.06118500149813
2427,451.8496416693979
2428,349.6525200002989
2429,336.70719833009946
2430,303.89949833200023
2431,318.7142000115004
2432,296.4143683428996
2433,320.4845616672019
2434,319.14892416500084
2435,317.90423666630045
2436,335.8382716668991
2437,347.56757666
2438,313.68415250289996
2439,304.5133716664007
2440,302.6950299968002
2441,284.3135099992994
2442,404.09908666429806
2443,419.0410083429996
2444,410.2464683440987
2445,395.2600150091993
2446,402.8095850097008
2447,438.206258331797
2448,453.7239750007972
2449,423.51332499649675
2450,495.4911399964002
2451,410.89509833339986
2452,311.9857600025003
2453,393.90321334219635
2454,360.64042166070163
2455,354.7001899941983
2456,348.96261165949915
2457,401.95373499899887
2458,345.451128331801
2459,353.15555999120176
2460,361.997413338701
2461,343.79565417480035
2462,300.74305000789957
2463,320.49602167050034
2464,278.7097566796997
2465,291.52435834089937
2466,334.1139066649003
2467,323.20512334079956
2468,333.5944566658021
2469,305.6836800059997
2470,300.687323333301
2471,282.21568833370065
2472,255.14107000659976
2473,279.45357333130147
2474,242.11420832880086
2475,275.6886700013011
2476,266.6349650004004
2477,263.9945166672008
2478,268.2739650004009
2479,308.47697499440096
2480,324.4431949979997
2481,291.1758549924001
2482,286.41325666189823
2483,348.60390833079913
2484,323.2767116611997
2485,387.4770283281009
2486,411.8367916616014
2487,421.27216499100155
2488,441.36171333259995
2489,448.7785500004996
2490,440.71964166839945
2491,379.8539650094
2492,395.34972167859684
2493,414.8534083402986
2494,411.2752316680978
2495,349.1928349998994
2496,337.104006662698
2497,364.47470667449915
2498,363.8316216800998
2499,315.9726300005001
2500,300.6294300046994
2501,319.091687496399
2502,330.22241582119864
2503,330.6400691547987
2504,332.3855774878986
2505,333.96680248909877
2506,298.2834783316991
2507,281.8213516767997
2508,305.8517166725992
2509,309.1612150041993
2510,332.1445475059
2511,355.6550858423011
2512,375.92821001259887
2513,362.2730716752973
2514,321.478280834699
2515,320.9985650045974
2516,346.4853133406996
2517,335.97852667480095
2518,362.21415999729896
2519,333.98980999869906
2520,325.1237549961012
2521,297.9785016588016
2522,301.48389333160236
2523,299.38468000160213
2524,316.72547500150125
2525,299.8666016680022
2526,294.58907166909927
2527,312.2999133371989
2528,315.6842433406986
2529,298.15273500889793
2530,290.4202866761978
2531,315.0162249967985
2532,332.6505599914017
2533,331.3000799950008
2534,324.6114100060007
2535,346.8419533291998
2536,288.7770516622012
2537,292.28150666330095
2538,287.3437233288005
2539,296.56010665880046
2540,285.3026733244019
2541,291.55954333560055
2542,272.7278549984011
2543,276.2031499990999
2544,330.7939449953002
2545,282.5861466721014
2546,288.5318041667999
2547,263.5094366689994
2548,299.28105334909964
2549,260.4990399994002
2550,307.67782499580073
2551,409.56800332040297
2552,314.9690233403004
2553,294.77226168060025
2554,297.4260916662998
2555,317.68670666710153
2556,351.1961133334996
2557,354.9848983335971
2558,354.5121233341003
2559,294.21447666120116
2560,294.85916333040177
2561,329.9421666723989
2562,287.8193516583005
2563,270.60462999630033
2564,288.30260332520226
2565,299.5599850020991
2566,278.6788833343995
2567,267.3517033328003
2568,269.7546816683003
2569,284.10280998990044
2570,274.9539749901004
2571,287.2779350112006
2572,272.91524833189914
2573,278.34392999870147
2574,309.9538883406987
2575,317.6329600023995
2576,364.7632250014999
2577,318.7727133403019
2578,318.2624450050011
2579,326.0962433325015
2580,311.92733866706226
2581,295.46564831490076
2582,303.5340883338991
2583,345.9089266559997
2584,331.1913316591002
2585,331.82965332840047
2586,332.7266099931
2587,341.5942966577998
2588,350.80762832480036
2589,331.97873166680023
2590,329.9470283269001
2591,346.87186332229993
2592,346.3638066591002
2593,301.2109816669019
2594,261.6898483380003
2595,324.5955299961001
2596,301.6558766642014
2597,296.5590016590008
2598,337.38265832830024
2599,295.6978816629012
2600,323.3414316614012
2601,299.33638332700167
2602,301.3215950016006
2603,288.2681183335991
2604,298.3180433293999
2605,344.07139833109994
2606,341.00735332320033
2607,405.0747249921004
2608,440.4437833225016
2609,405.961973325101
2610,369.4062583317006
2611,348.006989995301
2612,329.1387099963003
2613,269.69592999840006
2614,285.7315066739008
2615,345.46410166830185
2616,330.12364333520185
2617,290.21144833309893
2618,310.35614166890156
2619,338.40742833910036
2620,352.83460333659747
2621,337.43463667839893
2622,330.7398150061992
2623,320.4211941695994
2624,311.27924083359875
2625,328.1536741681985
2626,357.65997833820165
2627,356.62260334409865
2628,366.46484999599755
2629,378.30747333679943
2630,340.04409332339986
2631,302.89618999550055
2632,309.12129000050015
2633,269.36274499880005
2634,262.6103716651989
2635,275.8105699896002
2636,281.86915166810047
2637,248.5364549951003
2638,364.64032333159884
2639,518.6078149948019
2640,399.37646501139716
2641,459.51142167010073
2642,464.61344667299875
2643,435.68376333019756
2644,307.63956832279985
2645,313.0425683279987
2646,446.96359665859893
2647,331.9685849991006
2648,327.8697533250992
2649,318.60389916999975
2650,312.48216000859946
2651,325.9689191739998
2652,325.43922834069986
2653,324.91740834189983
2654,343.16859834360105
2655,306.0040683440002
2656,347.8022616696999
2657,294.6822225071014
2658,339.3526633314004
2659,312.8181349942
2660,345.77626166109985
2661,380.64845500189887
2662,328.5084724921007
2663,343.2391249951999
2664,310.3556149964006
2665,330.3244966726003
2666,309.9301050064004
2667,322.99018166590025
2668,328.74945166160046
2669,329.7730666633001
2670,309.1710299978004
2671,320.12918499550096
2672,284.71902832170144
2673,325.04581333220017
2674,284.03288000910004
2675,272.8689063397992
2676,262.8805150060986
2677,261.65846334260107
2678,284.03515834210015
2679,267.1700149986997
2680,282.4420300018997
2681,275.8307749961001
2682,259.79103334029975
2683,255.42448166929972
2684,274.68375167339923
2685,288.91295333570076
2686,271.4058733328011
2687,278.3028033372002
2688,267.3838983213011
2689,272.90753499710013
2690,265.3213633317989
2691,281.8233750052002
2692,298.43300166980083
2693,293.9440099901996
2694,273.48513332860045
2695,281.4316799972006
2696,284.55926833860013
2697,269.1125999979998
2698,276.82144666529916
2699,278.1910850016
2700,286.2138716744996
2701,251.95500500749907
2702,303.2488316791004
2703,311.35282500619996
2704,325.7858950027007
2705,315.1380983380005
2706,292.12613833620037
2707,289.04656834379944
2708,317.89553501539933
2709,272.2659033274011
2710,273.9403800028012
2711,282.7198716640009
2712,318.19348667190064
2713,343.34386000319944
2714,314.4378233407001
2715,302.67823167769996
2716,274.70003999620025
2717,267.2920949996993
2718,288.6087200010015
2719,295.7116466616012
2720,296.8992249970004
2721,285.3313499973008
2722,264.59080166510114
2723,282.73680000219946
2724,292.4949783413002
2725,308.8839900005006
2726,295.7945050075005
2727,317.09071499080017
2728,306.9042683250997
2729,267.0628416727015
2730,301.6070950049997
2731,292.62290833970013
2732,310.82573832420115
2733,306.24066333260106
2734,292.38699333710264
2735,286.12813999240086
2736,331.112646657799
2737,357.77461832690017
2738,305.54194667730036
2739,240.1494750050004
2740,264.81917833230085
2741,265.4952866616
2742,271.67620000190016
2743,279.72820167000015
2744,261.56384166730055
2745,262.0111966724998
2746,259.7093733348998
2747,296.2636483298997
2748,265.7771666735001
2749,294.6659566763006
2750,265.12116166720193
2751,295.2560383436995
2752,294.7749450039996
2753,280.74504833649905
2754,277.32342332820093
2755,273.0329933290011
2756,284.7419683426005
2757,285.57189999380034
2758,293.8548349965004
2759,264.2628799993995
2760,287.9676133384001
2761,302.8698083325012
2762,331.60549000650286
2763,311.1513020024015
2764,367.7350299958012
2765,311.0557050067998
2766,337.8274425010996
2767,315.97661916190026
2768,332.2393449877008
2769,354.129710004299
2770,330.34723499240044
2771,346.6144216572009
2772,319.8286974926005
2773,318.36872499380036
2774,299.40599417049907
2775,327.26508667280086
2776,355.2215916719995
2777,307.86074833790104
2778,320.59447582180036
2779,316.0481241672995
2780,306.38403168099904
2781,308.0924066711991
2782,302.66787251479985
2783,295.25503501080084
2784,279.39426165940034
2785,321.008962498999
2786,325.35131915439837
2787,347.4805949930968
2788,342.74327082929676
2789,376.1570466717991
2790,301.4829758371981
2791,271.2868969491173
2792,302.64787167229997
2793,290.9184733432007
2794,348.9529416680995
2795,368.76263333940074
2796,330.67887834169994
2797,309.3726816731001
2798,351.10130665950254
2799,340.4411766614015
2800,322.9986550033001
2801,295.6645516655997
2802,277.23609834859957
2803,302.2367483325992
2804,342.6855066819988
2805,287.544950014699
2806,364.91916335349975
2807,358.59593668019875
2808,319.1469000075994
2809,308.16933083760006
2810,352.11722000599735
2811,368.3279566811008
2812,340.0453841752999
2813,334.9319466762997
2814,312.8947366732996
2815,316.05006333629944
2816,325.0547983400991
2817,315.6359591736997
2818,316.6161891748997
2819,320.7556183400996
2820,341.5729725067005
2821,342.7764466755003
2822,323.0809900019016
2823,381.00779082889835
2824,360.74642499459765
2825,321.5906183230991
2826,337.4341366716968
2827,312.8128541721984
2828,330.9548725054983
2829,346.61613000109855
2830,331.8665424949983
2831,316.65903499480027
2832,371.76920166239887
2833,338.11799333600084
2834,346.90399834189907
2835,353.00211499930003
2836,332.62442751170255
2837,377.92742334460115
2838,321.6442600064007
2839,317.32912834000166
2840,350.95834667550076
2841,362.0100091679003
2842,387.85000833999607
2843,410.41526500429734
2844,291.11761500499875
2845,325.007251670198
2846,326.0661716648994
2847,376.6753399964976
2848,330.94411333499966
2849,321.0189433243982
2850,344.73751499469984
2851,335.39611499169916
2852,308.741920819701
2853,331.67870999210135
2854,324.18115499290053
2855,304.9414758289004
2856,309.7190366704998
2857,321.4697183291001
2858,319.9249049971
2859,352.9428591579997
2860,327.6702716724993
2861,308.48476167840096
2862,317.73479167639994
2863,313.1006816805012
2864,315.5905900132018
2865,309.7399775068005
2866,312.4536416692011
2867,311.60395001160117
2868,315.3018033422001
2869,361.99053333509966
2870,295.2803000029013
2871,319.46049332990015
2872,317.4368499999002
2873,273.7622683317
2874,287.1685533357
2875,283.62566499280007
2876,317.9058124974001
2877,286.9750524983
2878,267.59042166590024
2879,254.2204149918999
2880,313.55379166940065
2881,285.00786166180023
2882,310.97748667090156
2883,286.12617499950136
2884,312.485976668182
2885,265.8791016711011
2886,268.3000699962006
2887,279.9235049997003
2888,290.8794866731017
2889,330.94027166380175
2890,292.5556183330999
2891,304.98802833390033
2892,288.1519950009996
2893,271.88784801590003
2894,272.84645333899977
2895,325.2418633293997
2896,312.17660833219986
2897,321.133264999201
2898,315.17016500879987
2899,305.0002491747
2900,309.32919582909966
2901,314.9019333345989
2902,308.8757749963001
2903,314.9969233293001
2904,330.63389499939933
2905,306.4596133215967
2906,332.0830449964993
2907,480.32708999039954
2908,482.4420599903008
2909,478.00782499300016
2910,493.82705833520055
2911,498.71393666759894
2912,505.03700333329977
2913,493.6821816729007
2914,498.94186166770027
2915,526.1135866517991
2916,500.61245999240083
2917,483.5566966701011
2918,499.2804149988001
2919,505.05928167199886
2920,440.2663433415017
2921,422.7233100024993
2922,448.4360599974999
2923,393.7408433329999
2924,382.2286533332001
2925,401.2413700160995
2926,364.7258416785951
2927,378.1569600052994
2928,435.5665833400008
2929,443.4394666667999
2930,466.8063150019998
2931,368.01520834479845
2932,331.5565216673009
2933,301.5815000158026
2934,346.6526516697994
2935,353.08810166890044
2936,323.4427508298003
2937,347.0639383316988
2938,349.01138333279874
2939,343.78136665420016
2940,334.1553516701992
2941,314.38799166799913
2942,428.05274332599805
2943,300.39104165800046
2944,290.5586683296004
2945,296.9908949944999
2946,299.70658833309903
2947,328.0160483347999
2948,340.2003824995992
2949,352.49797832579986
2950,350.0633450055014
2951,361.1429966673994
2952,338.45002167360065
2953,329.91460667889834
2954,338.6971116700984
2955,342.32902166579856
2956,302.7075150178015
2957,314.8067783418007
2958,332.1208266747996
2959,373.05237168200193
2960,345.8124533452012
2961,356.40997833169956
2962,330.33385500920014
2963,323.408245004101
2964,317.80461751440134
2965,353.3655750032998
2966,358.93450500300156
2967,344.62626166289976
2968,326.5609866713998
2969,323.29586166809986
2970,344.8286366670003
2971,326.64585000239896
2972,330.6798083354993
2973,352.44401332659896
2974,350.7830849941002
2975,308.8931683324005
2976,351.2051166607
2977,350.7294249967989
2978,344.3047499933991
2979,319.59745666850233
2980,335.1660433419031
2981,351.13763667520163
2982,342.2569633451022
2983,364.61661500169953
2984,383.8206783375996
2985,326.38464500930286
2986,336.2384599962009
2987,340.63928666139907
2988,324.1068266703993
2989,329.1900466750991
2990,336.1470983410997
2991,297.99138500200013
2992,316.1424516694991
2993,311.93868833469907
2994,326.3025000047996
2995,336.16073500470213
2996,327.53281167279926
2997,330.5928116724992
2998,337.1767700052991
2999,335.43664834280014
3000,328.3684666768994
3001,340.21503832979977
3002,329.0402266618005
3003,318.599199999701
3004,332.1549950065035
3005,340.43446333360197
3006,397.3183216720979
3007,385.2754749936982
3008,388.3762183415982
3009,347.8695533358009
3010,329.839733342304
3011,342.946894997401
3012,347.21774499490044
3013,352.67777499409937
3014,315.5027416690989
3015,376.12852834019975
3016,315.61574499780033
3017,317.7246200053013
3018,341.4736733313987
3019,352.401694996398
3020,350.38644916949806
3021,341.2300200039985
3022,316.7738841781985
3023,342.6996283281
3024,344.9228633229017
3025,337.0230799879014
3026,316.2378374977
3027,316.52303499050174
3028,337.6159233381
3029,329.516016676698
3030,317.0422041794982
3031,335.7034566626005
3032,308.1183133496022
3033,316.5088016821024
3034,343.050131682702
3035,335.6724300039005
3036,329.67512834290073
3037,351.4810933481997
3038,305.35297667539976
3039,284.6031816820008
3040,331.0082400070007
3041,318.2422983396004
3042,364.42695001049964
3043,337.5482583370999
3044,356.1646916773003
3045,332.76374167140045
3046,353.3527166826001
3047,337.1400733293012
3048,316.12091501570063
3049,360.83015167610097
3050,359.7443333423009
3051,334.5534600011008
3052,329.9047416605995
3053,334.6293616585003
3054,335.9260883333007
3055,350.8448633362005
3056,356.49484834550077
3057,365.86083251700126
3058,364.10396001750155
3059,347.3441066730005
3060,320.5551133396998
3061,316.9667316727
3062,303.71420000750027
3063,379.6913850047976
3064,343.82910832569905
3065,287.51084000870003
3066,367.0119850048973
3067,428.1018783274003
3068,389.6730166832986
3069,285.70219334440037
3070,304.0691541776994
3071,315.08542667890174
3072,356.00404000549867
3073,392.71248666949737
3074,302.3678516702016
3075,347.19596165259657
3076,321.525808332902
3077,313.4614316600008
3078,330.3902883307002
3079,315.8267683268012
3080,302.0236983287004
3081,311.57978333030024
3082,337.9823750051989
3083,349.06254166060006
3084,315.15547001239935
3085,329.6217016777005
3086,371.8020249980011
3087,302.4804249988013
3088,317.04125500580056
3089,328.977886671101
3090,335.7619433237
3091,332.72124249950065
3092,333.3116258413
3093,298.01199166986777
3094,320.6539499986999
3095,265.9563716625996
3096,322.9155675016992
3097,297.63181333069997
3098,251.39964999800029
3099,279.45490167109983
3100,260.1867150167985
3101,281.138573336301
3102,295.49851166389993
3103,257.73274332269943
3104,295.6647833331002
3105,311.8163166814996
3106,269.3701816676992
3107,275.92290832999913
3108,266.01776666340066
3109,317.8692933426002
3110,268.1944516557001
3111,258.78640333059883
3112,270.1674966663006
3113,296.2892683368003
3114,304.57898332810106
3115,257.73151999740026
3116,248.87444334359972
3117,248.6798649866999
3118,267.91046000210093
3119,251.3913533378995
3120,274.6223733277983
3121,258.5958983316002
3122,260.12734467180076
3123,265.36062509580046
3124,273.3901699998993
3125,285.3725416668989
3126,343.63426499590025
3127,289.020509993199
3128,272.96922332629896
3129,314.9188386036148
3130,260.46847833689986
3131,284.9459133284996
3132,249.08124166640013
3133,283.1787985192008
3134,254.68244833400067
3135,301.51677833820247
3136,296.90097000430046
3137,256.45984499549974
3138,295.29103165439943
3139,278.7108016697995
3140,269.76502834500036
3141,246.19686167150155
3142,268.7438866745017
3143,217.07687332499972
3144,268.0827950070012
3145,266.4313416788011
3146,233.36838498529974
3147,245.0933749861991
3148,235.71644334499973
3149,234.5996999981
3150,322.23827332939953
3151,408.29476165450114
3152,254.19891834230148
3153,246.50405833280087
3154,243.40010167970115
3155,236.06206500489978
3156,250.8322949864996
3157,233.91381332999993
3158,208.2391000104012
3159,227.1341866572006
3160,245.2762516584009
3161,234.583503315001
3162,240.1009049970994
3163,230.35829001630003
3164,284.95392333959916
3165,267.19484834259936
3166,223.89709501639973
3167,225.76891334949963
3168,223.39255335750013
3169,268.861400010401
3170,246.32200169210202
3171,265.4492716786012
3172,254.12983335180107
3173,252.83173334580005
3174,262.6378200145004
3175,255.08596500960036
3176,267.987253343501
3177,243.18681167770103
3178,258.1751933472019
3179,270.3465983326991
3180,311.27159999559825
3181,262.9528283469983
3182,254.24909500370134
3183,327.6184399980008
3184,365.89110167399997
3185,363.72556666889994
3186,315.6128350167005
3187,304.5732933444991
3188,275.72728334029966
3189,286.5308566647002
3190,302.4943216550998
3191,293.15572498489996
3192,331.7361183188
3193,359.07797498330143
3194,357.57297498430046
3195,340.4439333241
3196,338.9984483243005
3197,343.2621216565988
3198,343.9608016570994
3199,342.69012166370095
3200,342.99837166090106
3201,353.16452999309905
3202,350.2977666615
3203,353.1965283297
3204,355.72732332569944
3205,352.97069332780023
3206,350.7613033285004
3207,351.4444649968005
3208,352.4015316592997
3209,350.7982116618004
3210,353.8393449948999
3211,356.8113633319011
3212,352.3705466622001
3213,353.71149499720065
3214,353.0118916626005
3215,349.6852316615006
3216,349.11625166170074
3217,351.3257983312007
3218,352.09429332900027
3219,353.4087883306007
3220,353.28814499580034
3221,351.6771849948002
3222,352.7363849955002
3223,355.7460049940999
3224,356.69676999499995
3225,359.7151683262998
3226,359.14809665639893
3227,363.74798332829863
3228,359.4825533250994
3229,357.82469166069995
3230,359.7037416589994
3231,363.25707666069883
3232,357.82659332970024
3233,358.2881999951001
3234,362.4983216593992
3235,360.0821916640001
3236,356.46597166130005
3237,356.5928116622
3238,358.329924991299
3239,359.91769999289863
3240,356.9048916590996
3241,357.59121666379974
3242,357.56751833079977
3243,358.13566166229987
3244,356.6702483280005
3245,365.6704883282988
3246,363.75307499099927
3247,373.6644116567977
3248,383.4074583280967
3249,387.0322349976976
3250,387.79086499939945
3251,376.0900366638996
3252,378.6565899943018
3253,381.2677500097027
3254,366.3219483323996
3255,368.37748999559926
3256,364.39555166219895
3257,361.58705666910004
3258,359.65042500740236
3259,362.57461834640276
3260,354.4025416628998
3261,382.07308499750104
3262,353.7231191772006
3263,336.6524875090003
3264,313.7341691755004
3265,311.9686050092999
3266,352.8786350142015
3267,301.53567501300057
3268,293.088883331901
3269,446.15887500499855
3270,464.0926599995992
3271,455.3302583338018
3272,379.5820283369015
3273,378.4973516711014
3274,423.39245833999934
3275,413.71195833549785
3276,299.92854834229996
3277,298.5424816572998
3278,295.40154998939926
3279,359.8666616754002
3280,454.341746663303
3281,366.14117500130095
3282,283.4941749988995
3283,420.81180000040365
3284,402.52504165870477
3285,263.8031500058004
3286,286.4483416640014
3287,235.88672999530138
3288,378.41940405810163
3289,271.78205667700064
3290,293.7112383344986
3291,272.9462550036
3292,281.7758017227001
3293,275.5170866606988
3294,325.419942428797
3295,322.2628635058793
3296,308.81878665739794
3297,284.7227533280993
3298,287.496860001399
3299,316.09823666369846
3300,283.60561332729895
3301,296.05086833750124
3302,306.9706433392016
3303,302.74108167070074
3304,255.0170050024008
3305,283.2739916697005
3306,267.29498499199826
3307,274.55021832720126
3308,272.54464666900026
3309,323.8520100003986
3310,279.65801250679834
3311,272.93514166879953
3312,284.8656416681996
3313,292.4469816725988
3314,302.9888466623997
3315,312.21779507619146
3316,334.73817665980016
3317,298.81045834420036
3318,286.76525500900146
3319,304.121455006601
3320,290.5258858441009
3321,292.5568825089009
3322,291.5182800062001
3323,288.87765833770055
3324,301.7636533343007
3325,280.42524500869854
3326,295.1039316649984
3327,306.659735007801
3328,284.70359332999874
3329,283.1105433363002
3330,310.40307944546566
3331,303.1172244480654
3332,299.28163334200116
3333,352.83188667560034
3334,299.6966000079007
3335,292.60558333890026
3336,352.10565834180005
3337,286.3580075005009
3338,282.17573749800107
3339,283.9517700025019
3340,285.180738332501
3341,284.84752833140163
3342,299.2845683292006
3343,286.95531666050033
3344,314.608208329
3345,297.1246333269005
3346,279.38742415750136
3347,291.7160000046005
3348,307.39678333740073
3349,288.8875366569003
3350,279.0823483387987
3351,332.64012092944495
3352,333.07717908398644
3353,446.9047033301039
3354,390.4878016642004
3355,261.99972000490084
