,influent
442,316.09924667749965
443,313.7894333406988
444,330.8689549970999
445,325.45826833520044
446,307.2341000031005
447,294.07267333779936
448,344.1094666579014
449,346.59036331620166
450,320.5500450082989
451,317.6651233359994
452,343.1206549855006
453,330.4953049875998
454,322.56621666980107
455,303.06922334230023
456,294.9174199997007
457,337.71067832550045
458,317.07081332999917
459,299.2848699991009
460,298.28052167260057
461,304.46279334040037
462,316.91092666919894
463,318.23521833000115
464,322.11139333759996
465,321.5212416778002
466,306.47646501319866
467,316.7981550058007
468,312.9269233448999
469,310.8877933380994
470,300.1517850054991
471,320.8411966773996
472,306.5299166724993
473,285.2192580106004
474,277.56163834039995
475,293.6152383398997
476,314.78700666520047
477,292.02329833110065
478,314.02994500180125
479,309.4139566683015
480,326.0072550023
481,313.8471700009
482,317.52436666860166
483,310.07285666740097
484,332.13638832940256
485,304.0805166703005
486,302.74674333430033
487,309.75044500260117
488,325.99955333130276
489,315.8087533327005
490,333.96212333430145
491,312.4517916682007
492,322.02039834639925
493,314.7570100036003
494,305.7800766728997
495,314.01823166869997
496,323.7837716722983
497,304.5502366743004
498,336.7394549976017
499,301.17176834330036
500,321.9435516651025
501,302.5634624955022
502,305.978483334501
503,332.8947591647038
504,289.2239766680002
505,298.33372833859994
506,327.0482383313035
507,301.7568266711999
508,305.5894883319005
509,286.4758066664005
510,280.80453333110097
511,333.9430049989023
512,298.8860183359
513,267.30591832680085
514,312.8426433327015
515,282.64774833300004
516,272.74274832700104
517,334.7671466633011
518,306.106566669602
519,307.32940833420105
520,295.48908666709957
521,286.4976349987003
522,283.99573166470066
523,329.86885666440133
524,304.87768833730036
525,294.33873166960046
526,311.80956167070127
527,306.6711666696009
528,313.9792200022011
529,284.71736332839953
530,282.83177500490046
531,295.4306033359997
532,279.36354499500044
533,275.3182950056001
534,288.74631750390034
535,306.1919283327006
536,305.5005233333001
537,293.3808300156011
538,300.20553500280107
539,313.19797166750203
540,284.0394216660003
541,294.863160002901
542,296.8495850089999
543,282.16926166769997
544,268.9577483305994
545,285.79224833630144
546,283.7707666630003
547,288.44905666650004
548,284.30713499140177
549,292.5820716753002
550,278.2180850020002
551,308.0344866717003
552,285.3098349975011
553,275.32012333920073
554,272.04084333720004
555,322.2364216753003
556,302.3615633430006
557,286.71426166529994
558,290.7234616768003
559,282.40447667210003
560,286.23927999370073
561,283.74551666560166
562,309.3209300072002
563,276.83594833009977
564,326.7159050076009
565,294.4327000011999
566,315.85934333939895
567,299.14427833459956
568,313.2482983412992
569,265.02657999879966
570,274.28990334109983
571,305.5271666757001
572,282.25891167090043
573,292.0091833385
574,290.5715916683007
575,277.07205167610124
576,274.85629501380095
577,247.9364350088013
578,275.9634499898995
579,272.308540004601
580,276.17624498840064
581,270.2198350109015
582,273.2857050074008
583,309.52496166879956
584,303.0033600084998
585,280.12206499179905
586,265.75717001349966
587,286.10296167160095
588,281.74889167120057
589,273.8435583437012
590,276.1291149883005
591,286.8285216736002
592,273.8527333431017
593,229.46543166200033
594,367.1103216547016
595,455.7528466564003
596,474.70645999479814
597,434.0145083321992
598,480.1534883318967
599,296.57227833230024
600,298.0673024920012
601,416.69298832970037
602,420.06699499899844
603,336.1067283352012
604,488.31560665599955
605,483.70491499249846
606,498.88467332770006
607,504.4099349857018
608,431.7984700006994
609,491.20599500730066
610,510.8026249974
611,506.5646133334002
612,471.5876816673994
613,508.8133766594007
614,471.7386933422017
615,413.4748166677994
616,505.7680683344002
617,467.6100333313999
618,469.6586183289009
619,494.3327066611016
620,481.2508833352994
621,504.66542333539945
622,519.9555666642001
623,510.67079333290116
624,492.08860999560017
625,417.2303899992992
626,345.1026816670999
627,332.5926150018006
628,307.1448641729008
629,301.8431591682021
630,369.9754333272015
631,417.3673983322993
632,395.0415549864985
633,409.07332166680044
634,375.3206616573011
635,417.5545933297014
636,341.37465998430037
637,369.03245665420087
638,387.2143849992002
639,402.57522500629676
640,390.99590666379754
641,389.95384666079775
642,357.3876733265989
643,357.29763666059876
644,364.44866165839875
645,352.8584649940992
646,357.763844996699
647,383.25214832499853
648,368.3232949854016
649,350.0217949857005
650,382.21309499599886
651,396.70532331719875
652,362.7169466550012
653,384.30746165459925
654,370.55079999080095
655,292.56317333090004
656,316.2199899995009
657,299.2812300111005
658,318.31684584269993
659,330.77932499799937
660,314.1787816658995
661,308.2362016651009
662,294.4703400020004
663,320.57379000670153
664,361.535134989501
665,381.68411665079884
666,346.7647583242001
667,346.0012449926999
668,362.6483799905991
669,348.56660334329854
670,369.549303324601
671,295.95381999889986
672,325.4157349955006
673,307.14504667699794
674,330.7800133312006
675,260.0659233280998
676,277.3701450066007
677,288.02734667540045
678,305.9864333343001
679,313.5101700052005
680,319.7026100149998
681,313.60139999559766
682,373.1168683161022
683,381.190334975699
684,350.78929332669924
685,352.4482216632991
686,344.92570333540084
687,302.3111750017012
688,350.20304331349803
689,309.9400466659993
690,331.4764366552002
691,341.64690166299886
692,313.3176349955006
693,289.69522000489985
694,319.65102666610005
695,302.18263666809986
696,295.0932133375009
697,334.01589500029905
698,309.05853999199934
699,256.1240800040009
700,295.6159066685999
701,293.2251716729004
702,293.6340850015
703,296.3601783358004
704,292.1859883394004
705,304.6990533327998
706,253.8728766635992
707,336.1638799912009
708,323.9823533302012
709,377.8855366669993
710,354.3425983383994
711,351.1420199978992
712,366.2544216534002
713,344.786493325602
714,304.87876668010045
715,301.646344989701
716,326.7002149935004
717,341.5638149940002
718,303.6328249995004
719,311.3116516723
720,355.2352016635011
721,377.36723499209864
722,353.0092000062001
723,348.94570000440086
724,374.0484016533987
725,318.3930616643971
726,321.7946483360003
727,312.67058499350077
728,340.5533699936003
729,316.0286049980009
730,325.22625166449984
731,328.9825099854996
732,331.6281633284
733,350.0464400024001
734,354.45226667209954
735,373.79373000529927
736,433.4128150020991
737,477.25697332069757
738,406.2645750005991
739,445.3046983347977
740,332.18526499679996
741,407.0168216685005
742,451.3862616649994
743,394.42036332650036
744,385.1353566548019
745,425.5150133355986
746,350.09400333180065
747,453.4944933256005
748,493.1534766559988
749,439.1545799991987
750,285.62429333610015
751,342.1614866756992
752,401.8206083373993
753,327.5986049971991
754,285.5370975015992
755,334.9286333285998
756,323.52577250199784
757,342.8193133239978
758,317.7328625066988
759,275.4458050051024
760,296.8549300108997
761,462.3445116660985
762,312.4171825033
763,283.5289966664003
764,313.94998166970106
765,310.785610006799
766,285.8957249964004
767,309.3834350131029
768,374.24455833290085
769,409.9774533314994
770,260.03099333179887
771,252.64322332509764
772,279.42295166450054
773,245.53546166740009
774,269.0066399993021
775,300.1978966659997
776,310.09562332960064
777,341.5849749930998
778,276.03068499749975
779,296.2121850042006
780,276.6787366718
781,293.3060566701996
782,285.03521500170007
783,293.1735599936998
784,296.6722516604004
785,263.24929166370066
786,258.7709883400002
787,250.85144833589962
788,282.71826833099954
789,302.1118099991025
790,290.4598000006007
791,267.6122933269018
792,261.2616083280993
793,268.01496833069984
794,248.94687745399992
795,265.9322316649994
796,372.84534165980114
797,294.7285599981986
798,296.7818583359006
799,289.5070783455984
800,319.482028335901
801,313.4443983245023
802,360.2204916650998
803,266.38922999529944
804,273.61308667689957
805,272.98852333010046
806,254.99915832910162
807,296.51994274010104
808,298.21031500309937
809,319.1550850031998
810,320.88361333720053
811,296.13299666410074
812,290.2747116669007
813,432.59582499850313
814,440.58418333479926
815,299.68505802539954
816,439.4589383327004
817,290.0402500106001
818,302.2924738213528
819,301.00023634490026
820,237.78760668170003
821,277.2868670403992
822,255.41711834070054
823,295.3819996717007
824,271.1354764839011
825,281.05029000089945
826,283.6500749999993
827,285.44089333410005
828,255.01488500400012
829,330.8532366611994
830,321.3019583318009
831,286.18082666679845
832,290.5482283423992
833,264.1037466611993
834,282.88742667339955
835,270.1793187024011
836,283.49533999690095
837,299.0221000133
838,295.1110700120996
839,267.86750000969977
840,290.12008000509917
841,285.60632833830033
842,265.3292433482002
843,287.0113890339006
844,246.03708000770018
845,286.2719749976008
846,278.2112216635996
847,288.02660665729894
848,279.6179049870987
849,267.055750000501
850,286.98006665800045
851,280.00625870950097
852,310.63970579730073
853,320.114878165602
854,263.2467623587996
855,258.4412316656009
856,237.28729999820118
857,246.60320832989922
858,256.3027366637
859,297.1017813810024
860,289.19979492300155
861,305.87793833000114
862,292.71069000659844
863,286.2749016575999
864,284.3884450046
865,290.2650916691003
866,276.88853097730146
867,305.35234168100055
868,317.3055266710998
869,285.97419166659967
870,313.1895963341011
871,296.7576041748015
872,251.10149334070053
873,265.7302033275006
874,301.27375166350015
875,284.75950666430094
876,293.3680949999005
877,293.9655133276987
878,243.81405000600023
879,273.2559666661007
880,279.92319834149976
881,234.93928667209846
882,291.0324844504006
883,314.2656833316993
884,308.8865183373004
885,312.74938166640146
886,286.3048366731
887,292.6365533417995
888,264.54155166189975
889,267.86250311270106
890,276.4002700078002
891,283.54771166409944
892,288.01235333829834
893,296.71895667130036
894,322.44391000120095
895,292.7780916700001
896,312.2923266643008
897,391.5653249910987
898,279.3784599958997
899,227.34576499450196
900,273.2197994547003
901,271.5834227011007
902,301.51518833260246
903,402.156471664801
904,385.8320083311985
905,383.65286832770124
906,397.18009499270045
907,357.31623333850024
908,380.436346662598
909,400.8206866606009
910,380.27948832939916
911,389.51075832660126
912,363.3688316639005
913,404.36865500000056
914,425.63940999930134
915,506.84693501029835
916,506.4515283370993
917,449.6575650067002
918,453.19347499889767
919,479.3539166655001
920,419.3722200032012
921,442.41667332839904
922,288.28470166610015
923,299.91656335090033
924,479.61479999140016
925,452.3983050068011
926,415.7748233341995
927,403.49195833559855
928,324.23729749999893
929,327.14294334089954
930,318.0675291771999
931,339.05298667470004
932,314.076745006499
933,322.18838500430047
934,319.74457167210045
935,296.6093333350999
936,314.41980166829967
937,292.8281217190032
938,297.4030350030012
939,316.82672667120016
940,295.62282500500027
941,361.029563333801
942,313.4799049991003
943,316.7848800028007
944,304.5214516643003
945,303.21149333310063
946,341.75647667790065
947,352.39526501260025
948,297.033408332999
949,305.00367333010007
950,346.86435833690115
951,324.7366466685995
952,317.36557500109984
953,323.49271833270035
954,333.34705583680085
955,303.0024175135008
956,308.4673450052011
957,328.8578600053
958,316.72668333440026
959,277.6276983217995
960,282.25425499990024
961,282.74631062013657
962,313.60132618202624
963,308.1474483498991
964,310.23540335050075
965,317.69310167410026
966,335.3873883363006
967,341.6625833351988
968,359.3311466724
969,342.03371333270144
970,327.74177499850185
971,328.8669499989009
972,339.7594916641996
973,329.1410149990994
974,327.6915883364014
975,334.8305900013012
976,340.66058166930065
977,326.7291899992029
978,346.78182834110095
979,361.5017733318003
980,351.9708800022986
981,331.24506333479894
982,342.2102791696988
983,303.4902850000006
984,304.1902266668009
985,341.58633583339935
986,399.9462400085984
987,340.8972966755002
988,323.7283783355015
989,357.1622083343002
990,323.169912500001
991,298.9757024951998
992,332.0987900110997
993,329.55215333209907
994,395.81215500319945
995,428.8956499863985
996,391.33806667539903
997,490.9185366685008
998,442.8001900074006
999,482.0354949905005
1000,342.5163450006991
1001,449.8534066619979
1002,457.1847616584992
1003,476.31490998890024
1004,490.42438998690113
1005,381.42515499719934
1006,456.96127165989896
1007,272.51190306235037
1008,286.42453000959983
1009,327.6410000029984
1010,326.85450166979854
1011,307.33119333430005
1012,320.55779333110013
1013,321.8666958393
1014,343.6839000100005
1015,317.906166672301
1016,304.0422480548839
1017,330.0028341686015
1018,322.9928725017976
1019,312.69526499529996
1020,319.3730116720989
1021,314.23603139503257
1022,314.64554833210013
1023,293.34836666550126
1024,331.03561499640085
1025,311.0339383346004
1026,346.54630000330104
1027,285.41104165789943
1028,331.9075666672012
1029,343.5470250079996
1030,378.1116599982979
1031,406.03451666210105
1032,382.01253166410066
1033,375.52167666509973
1034,390.40579166689855
1035,398.70127166579744
1036,346.0377416706
1037,393.41597665710106
1038,376.35046499849915
1039,381.6732849943981
1040,398.93983332930225
1041,391.15268666079896
1042,394.45783333500106
1043,391.6892133318996
1044,401.2582366613025
1045,412.74128666420245
1046,397.3470849906013
1047,379.60984333179874
1048,370.8757266634013
1049,403.90074333550115
1050,378.1963400019998
1051,366.9353766616995
1052,375.52697832750204
1053,320.6242883320993
1054,316.13920999199996
1055,351.1100866586987
1056,323.94888499060045
1057,373.2457216625011
1058,381.4530233317984
1059,389.5654500017983
1060,412.28458166130173
1061,385.4438099980997
1062,388.27624999629916
1063,375.3380849868987
1064,383.92182833389876
1065,318.0189733260996
1066,386.75729832540054
1067,412.00882165520113
1068,401.815913329299
1069,363.6268333414985
1070,403.60898499140177
1071,382.9972416702999
1072,388.56317166360003
1073,416.15488999159913
1074,393.32612332960014
1075,372.61017833629967
1076,325.2720533347004
1077,328.4303966579008
1078,383.4222616539998
1079,340.99619167219976
1080,357.3291266652991
1081,343.3187716731006
1082,356.07560167639855
1083,365.9230250049985
1084,391.47848333090155
1085,279.2955866572002
1086,314.02595000719947
1087,311.3589500058
1088,396.35089832419993
1089,405.70903666539857
1090,382.8456133386009
1091,378.1122866584005
1092,385.90211333360094
1093,344.8202033317019
1094,348.7586483294995
1095,379.1133033304976
1096,404.8249133280026
1097,412.3325166541001
1098,370.8345449962993
1099,387.2194349921999
1100,353.38188166479944
1101,375.6817533351997
1102,403.03416999949826
1103,398.41819166270227
1104,395.8261783322006
1105,399.74935832670025
1106,441.58823834269884
1107,408.5801283267986
1108,328.6219266563003
1109,339.10237500780033
1110,326.22900833889975
1111,386.32954999719794
1112,374.8083049864989
1113,359.03249833490014
1114,361.2970000024993
1115,369.46642166320026
1116,354.96523666070084
1117,418.01112832740154
1118,424.16400166499886
1119,376.24492667409976
1120,350.57435999819916
1121,380.97808666879956
1122,351.3594800071992
1123,354.9260350054993
1124,354.48128666809873
1125,355.83175500100094
1126,382.9119633389982
1127,412.20817165800133
1128,379.01882666899843
1129,351.7626900035005
1130,369.1628766633994
1131,385.7278316679999
1132,408.00218166180144
1133,384.38453000050106
1134,353.4993566691001
1135,296.7529516686995
1136,291.2910349886008
1137,325.10385833799904
1138,284.80583333020127
1139,363.9509916602988
1140,392.3074283295996
1141,398.6249816589027
1142,410.07471166560174
1143,390.81743999620176
1144,401.19430665520105
1145,374.6392550029997
1146,392.9827033348993
1147,355.9480833295016
1148,359.54319000120097
1149,406.18156665829963
1150,368.6110550139991
1151,379.02940166749914
1152,393.5102966680995
1153,357.7227983324999
1154,338.06350499310037
1155,362.2493683310999
1156,362.68066332909933
1157,371.78808832370044
1158,342.4756783313994
1159,348.1424216578999
1160,326.5049950040994
1161,301.70579500189893
1162,331.76458332910084
1163,336.73371831939977
1164,356.1716899964983
1165,373.44854999159907
1166,358.4709166633984
1167,380.9115833253
1168,371.1846799929
1169,410.69978832419946
1170,381.85701998970046
1171,376.9653699922004
1172,393.6105749958991
1173,359.4246799994998
1174,343.2139999988991
1175,333.5832583267984
1176,413.82914499380183
1177,366.27161000070106
1178,345.4166350105981
1179,309.57966165339957
1180,299.5048249945002
1181,274.7913583383003
1182,302.6078449972997
1183,254.22527832730063
1184,328.4450428964011
1185,305.63883680572576
1186,327.82483667569966
1187,323.87610666350014
1188,332.38310999419997
1189,309.6653233383007
1190,299.453163328402
1191,312.03459999820103
1192,303.0391399975997
1193,330.01417666670085
1194,320.7186183309004
1195,323.1348500007991
1196,296.68098500269923
1197,496.3933466783997
1198,324.36178667019857
1199,354.5827966577979
1200,344.0666716534982
1201,361.7419183235995
1202,328.6684149969997
1203,271.776721671298
1204,305.56286333900067
1205,297.1379699937998
1206,355.69488832359997
1207,329.6461716590007
1208,349.81994998400023
1209,393.38169667459925
1210,365.96772833179944
1211,371.2616183332994
1212,374.36189833349937
1213,388.99274833339956
1214,339.28535498929966
1215,375.47987665840026
1216,331.6185250008997
1217,326.2410616769992
1218,301.3683933478994
1219,300.6671633366994
1220,321.49629332570015
1221,334.2293849860995
1222,384.0165499900999
1223,395.5338116636988
1224,381.99373665339897
1225,417.4731966700987
1226,372.37516332190177
1227,380.7107433225013
1228,348.72668833629916
1229,322.606036665801
1230,332.7089200086993
1231,275.7731233344995
1232,308.23122166700006
1233,309.5680716812013
1234,308.81327334279996
1235,297.0100249940993
1236,300.9922399993003
1237,304.8262316546016
1238,328.77216666800086
1239,366.18106332769827
1240,273.6977499984989
1241,296.2041833332011
1242,302.9548000040004
1243,308.0108116770998
1244,297.24376167199944
1245,319.7010800037999
1246,287.2379533306001
1247,306.58782333909943
1248,265.9173883416013
1249,345.2274216662992
1250,349.03481499829957
1251,331.5931999995003
1252,307.8072833389995
1253,281.4562633336999
1254,359.85972166520185
1255,376.3607649959029
1256,368.2972849954022
1257,329.8782416619004
1258,301.6740500114993
1259,307.27544000470226
1260,318.82210167830124
1261,309.33155834769997
1262,305.3380616770003
1263,287.83445500140033
1264,337.55998999430045
1265,346.45429666500036
1266,310.51695499450034
1267,317.1907016663013
1268,317.48909667020007
1269,328.15634166460126
1270,338.5701266709008
1271,317.0246366810981
1272,309.0549816613
1273,308.30106833669987
1274,356.6978166795002
1275,302.52536333309956
1276,309.5399033311001
1277,275.7993133287015
1278,333.0793566509005
1279,365.4456366554992
1280,357.88564498779897
1281,313.54806165939954
1282,322.18159166300075
1283,288.2512883255007
1284,319.6514066712005
1285,320.2107533329999
1286,318.0032799928009
1287,364.7458383444996
1288,337.1152449932006
1289,366.09905499529896
1290,392.0016766589014
1291,419.39613666020017
1292,418.31677333300115
1293,389.971328333901
1294,367.10621666470087
1295,341.68597332890005
1296,392.06672666190076
1297,389.75465332780027
1298,380.27474999749967
1299,419.43947500770145
1300,390.2587983298994
1301,355.77299666039977
1302,394.6695316580988
1303,329.01642665919894
1304,337.6485833266988
1305,373.4110633332994
1306,370.1144016647987
1307,316.7478799946993
1308,312.2101583292996
1309,309.9352100011998
1310,312.5725416643005
1311,400.20566166730066
1312,378.1079899923012
1313,420.8259999955985
1314,470.85068501200107
1315,445.7190283337
1316,394.39978167060036
1317,392.5148599983017
1318,321.745298336501
1319,319.7182616616003
1320,319.00418999209904
1321,280.69347833289896
1322,315.8094266628999
1323,305.7669183231994
1324,310.27002166780056
1325,353.7680100010008
1326,299.3323049883995
1327,260.23505332770026
1328,280.58761999469914
1329,312.9726799979004
1330,299.62007665940024
1331,323.34337999550036
1332,310.77541999100094
1333,315.2513716693005
1334,297.45831667480024
1335,303.74514334200023
1336,315.5310083223007
1337,298.4216033303003
1338,267.07067833289926
1339,274.0306649993987
1340,264.75265000199937
1341,318.2591633344999
1342,324.4654799980997
1343,297.72868666290066
1344,306.2499416644006
1345,299.52121499700047
1346,327.2181749938006
1347,288.9055833285002
1348,271.6982816706014
1349,293.35707333630137
1350,278.2381666641006
1351,342.09480332800007
1352,307.72411500020024
1353,306.0012300016013
1354,291.76373999950005
1355,294.53533167380044
1356,293.0215100076002
1357,304.922996667599
1358,318.8045266755009
1359,339.9364733299
1360,358.8025050076992
1361,379.6321949899996
1362,337.0685624995993
1363,342.84728500429924
1364,299.8818033369998
1365,331.5135950062993
1366,300.96393500310046
1367,315.09177167419995
1368,349.60885333139896
