,0,1,2,3,4,5,6,7,8,9,10
0,1.0,0.2440065219255177,0.06416742429208924,0.09462269696087541,0.02494045486122596,0.03771478801499901,-0.009754205525227128,-0.06183387168450973,0.049481492966621764,-0.5566607933558748,0.5566607933558748
1,0.24400652192551772,1.0,0.13027987494944462,0.2680589726239427,0.1081778268577085,0.034104684444394774,-0.0168466822141193,-0.16588129886459932,0.20382589493262138,-0.23685078670965107,0.23685078670965107
2,0.06416742429208924,0.13027987494944462,1.0,0.2840401164644176,0.36956231662409866,0.0008555117740422726,0.19959763558012794,-0.36639479442301554,0.22817876726353026,-0.06453481900539283,0.06453481900539283
3,0.09462269696087541,0.2680589726239427,0.2840401164644176,1.0,0.24334143991283336,0.1401985915026679,-0.30663165263170883,-0.05586353725822217,0.3084232284368376,-0.08125574258983832,0.08125574258983832
4,0.02494045486122596,0.10817782685770852,0.3695623166240986,0.24334143991283338,1.0,0.02352242673657319,0.006893663428843882,-0.16198103364648989,0.1801813277953562,-0.025313368310896808,0.025313368310896808
5,0.037714788014999,0.034104684444394774,0.0008555117740422726,0.14019859150266786,0.023522426736573187,0.9999999999999998,-0.37203861325459314,-0.3873915444108339,-0.22720233228143602,-0.0493359240372428,0.0493359240372428
6,-0.009754205525227126,-0.0168466822141193,0.19959763558012797,-0.30663165263170883,0.006893663428843881,-0.37203861325459314,1.0,-0.4472671411038853,-0.26231893565514525,0.01329238810676062,-0.01329238810676062
7,-0.06183387168450973,-0.16588129886459932,-0.3663947944230156,-0.05586353725822217,-0.1619810336464899,-0.3873915444108339,-0.4472671411038854,1.0,-0.27314406083465403,0.03804236048785852,-0.03804236048785852
8,0.04948149296662176,0.20382589493262138,0.22817876726353026,0.3084232284368376,0.1801813277953562,-0.22720233228143602,-0.26231893565514525,-0.27314406083465403,1.0,-0.007611623212419605,0.007611623212419605
9,-0.5566607933558747,-0.2368507867096511,-0.06453481900539283,-0.08125574258983832,-0.025313368310896808,-0.04933592403724281,0.013292388106760618,0.03804236048785852,-0.007611623212419605,1.0,-1.0
10,0.5566607933558747,0.2368507867096511,0.06453481900539283,0.08125574258983832,0.025313368310896808,0.04933592403724281,-0.013292388106760618,-0.03804236048785852,0.007611623212419605,-1.0,1.0
