,datetime,mean_prcp_imp,prcp_1yr,prcp_2yr,prcp_5yr,int_one,int_two,int_five,1 year ,2 year,5 year,influent_flow_imp,influent_flow_east_imp,influent_flow_west_imp,complete_flow_imp,ammonia_ppm_imp,nitrate_ppm_imp,nitrite_ppm_imp,orthophosphate_imp,TIN,performance
67203,7/11/2019 14:30,0.013333333,0.013333333,0.01868,0.025986667,0.08,0.11208,0.15592,0.001527778,0.002140417,0.002977639,344.07,256.57,89.63,344.08,0.093841,3.044115,0.031716,0.02,3.169672,99.99709361
67204,7/11/2019 14:40,0.013333333,0.013333333,0.01868,0.025986667,0.08,0.11208,0.15592,0.002638889,0.003697083,0.005143194,335.54,246.79,90.79,335.55,0.09291,3.081054,0.029068,0.02,3.203032,99.99701973
67205,7/11/2019 14:50,0,0,0,0,0,0,0,0.002638889,0.003697083,0.005143194,355.81,267.63,90.3,355.83,0.091934,3.081054,0.029068,0.02,3.202056,99.99437902
67206,7/11/2019 15:00,0.01,0.01,0.01401,0.01949,0.06,0.08406,0.11694,0.003472222,0.004864583,0.006767361,351.89,266.57,87.37,351.9,0.091934,3.081054,0.029068,0.02,3.202056,99.9971582
67207,7/11/2019 15:10,0,0,0,0,0,0,0,0.003472222,0.004864583,0.006767361,375.02,291.62,85.44,375.03,0.091934,3.081054,0.029068,0.02,3.202056,99.99733348
67208,7/11/2019 15:20,0,0,0,0,0,0,0,0.003472222,0.004864583,0.006767361,372.53,291.3,83.22,372.55,0.091934,3.081054,0.029068,0.02,3.202056,99.9946313
67209,7/11/2019 15:30,0,0,0,0,0,0,0,0.003472222,0.004864583,0.006767361,360.57,280.35,82.3,360.58,0.091934,3.079701,0.029084,0.02,3.200719,99.99722661
67210,7/11/2019 15:40,0,0,0,0,0,0,0,0.003472222,0.004864583,0.006767361,355.1,275.01,82.06,355.11,0.092865,3.03833,0.030975,0.02,3.16217,99.99718389
67211,7/11/2019 15:50,0.005,0.005,0.007005,0.009745,0.03,0.04203,0.05847,0.003888889,0.005448333,0.007579444,351.62,273.19,80.38,351.62,0.093841,3.03833,0.030975,0.02,3.163146,100
67212,7/11/2019 16:00,0.031666667,0.031666667,0.044365,0.061718333,0.19,0.26619,0.37031,0.006527778,0.009145417,0.012722639,361.19,282.93,80.2,361.2,0.093841,3.03833,0.030975,0.02,3.163146,99.99723137
67213,7/11/2019 16:10,0.001666667,0.001666667,0.002335,0.003248333,0.01,0.01401,0.01949,0.006666667,0.00934,0.012993333,362.1,286.01,77.99,362.08,0.093841,3.03833,0.030975,0.02,3.163146,100.0055233
67214,7/11/2019 16:20,0,0,0,0,0,0,0,0.006666667,0.00934,0.012993333,358.62,284.51,76,358.62,0.093841,3.03833,0.030975,0.02,3.163146,100
67215,7/11/2019 16:30,0,0,0,0,0,0,0,0.006666667,0.00934,0.012993333,370.91,296.46,76.35,370.92,0.093841,3.03833,0.030959,0.02,3.16313,99.99730393
67216,7/11/2019 16:40,0,0,0,0,0,0,0,0.006666667,0.00934,0.012993333,406.71,326.75,81.9,406.71,0.094773,3.03833,0.029068,0.02,3.162171,100
67217,7/11/2019 16:50,0.005,0.005,0.007005,0.009745,0.03,0.04203,0.05847,0.007083333,0.00992375,0.013805417,425.51,340.04,87.43,425.51,0.095749,3.03833,0.029068,0.02,3.163147,100
67218,7/11/2019 17:00,0,0,0,0,0,0,0,0.007083333,0.00992375,0.013805417,456.35,364.18,94.11,456.36,0.095749,3.03833,0.029068,0.02,3.163147,99.9978087
67219,7/11/2019 17:10,0,0,0,0,0,0,0,0.007083333,0.00992375,0.013805417,482.18,385.34,98.84,482.19,0.095749,3.03833,0.029068,0.02,3.163147,99.99792609
67220,7/11/2019 17:20,0,0,0,0,0,0,0,0.007083333,0.00992375,0.013805417,492.49,391.45,103.04,492.47,0.095749,3.03833,0.029068,0.02,3.163147,100.004061
67221,7/11/2019 17:30,0.003333333,0.003333333,0.00467,0.006496667,0.02,0.02802,0.03898,0.007361111,0.010312917,0.014346806,498.16,394.71,105.31,498.17,0.095749,3.037364,0.029087,0.02,3.1622,99.99799261
67222,7/11/2019 17:40,0.04,0.04,0.05604,0.07796,0.24,0.33624,0.46776,0.010694444,0.014982917,0.020843472,478.4,377.12,103.13,478.41,0.095749,3.007813,0.031357,0.02,3.134919,99.9979097
67223,7/11/2019 17:50,0,0,0,0,0,0,0,0.010694444,0.014982917,0.020843472,489.38,381.92,109.17,489.39,0.095749,3.007813,0.031357,0.02,3.134919,99.9979566
67224,7/11/2019 18:00,0.036666667,0.036666667,0.05137,0.071463333,0.22,0.30822,0.42878,0.01375,0.01926375,0.02679875,487.27,381.85,107.27,487.28,0.095749,3.007813,0.031357,0.02,3.134919,99.99794775
67225,7/11/2019 18:10,0.043333333,0.043333333,0.06071,0.084456667,0.26,0.36426,0.50674,0.017361111,0.024322917,0.033836806,504.86,395.55,111.12,504.86,0.095749,3.007813,0.031357,0.02,3.134919,100
67226,7/11/2019 18:20,0.08,0.08,0.11208,0.15592,0.48,0.67248,0.93552,0.024027778,0.033662917,0.046830139,555.88,444.63,113.15,555.89,0.095749,3.007813,0.031357,0.02,3.134919,99.99820105
67227,7/11/2019 18:30,0.023333333,0.023333333,0.03269,0.045476667,0.14,0.19614,0.27286,0.025972222,0.036387083,0.050619861,550.92,439.68,113.09,550.93,0.095749,3.012983,0.031357,0.02,3.140089,99.99818485
67228,7/11/2019 18:40,0.028333333,0.028333333,0.039695,0.055221667,0.17,0.23817,0.33133,0.028333333,0.039695,0.055221667,547.42,436.28,112.96,547.43,0.095749,3.171082,0.031357,0.02,3.298188,99.99817325
67229,7/11/2019 18:50,0.02,0.02,0.02802,0.03898,0.12,0.16812,0.23388,0.03,0.04203,0.05847,538.96,432.43,108.38,538.97,0.095749,3.171082,0.031357,0.02,3.298188,99.99814457
67230,7/11/2019 19:00,0.011666667,0.011666667,0.016345,0.022738333,0.07,0.09807,0.13643,0.030972222,0.043392083,0.060364861,540.06,430.07,111.97,540.07,0.095749,3.171082,0.031357,0.02,3.298188,99.99814835
67231,7/11/2019 19:10,0.011666667,0.011666667,0.016345,0.022738333,0.07,0.09807,0.13643,0.031944444,0.044754167,0.062259722,539.71,431.18,110.4,539.71,0.095749,3.171082,0.031357,0.02,3.298188,100
67232,7/11/2019 19:20,0.01,0.01,0.01401,0.01949,0.06,0.08406,0.11694,0.032777778,0.045921667,0.063883889,539.07,432.48,108.43,539.08,0.095749,3.171082,0.031357,0.02,3.298188,99.99814495
67233,7/11/2019 19:30,0.003333333,0.003333333,0.00467,0.006496667,0.02,0.02802,0.03898,0.033055556,0.046310833,0.064425278,545.69,437.76,109.82,545.7,0.095749,3.169632,0.031357,0.02,3.296738,99.99816746
67234,7/11/2019 19:40,0,0,0,0,0,0,0,0.033055556,0.046310833,0.064425278,564.8,456.42,110.27,564.81,0.093886,3.125305,0.031357,0.02,3.250548,99.99822946
67235,7/11/2019 19:50,0.005,0.005,0.007005,0.009745,0.03,0.04203,0.05847,0.033472222,0.046894583,0.065237361,577.18,459.06,120.6,577.19,0.091934,3.125305,0.031357,0.02,3.248596,99.99826744
67236,7/11/2019 20:00,0.001666667,0.001666667,0.002335,0.003248333,0.01,0.01401,0.01949,0.033611111,0.047089167,0.065508056,577.56,453.95,125.42,577.57,0.091934,3.125305,0.031357,0.02,3.248596,99.99826858
67237,7/11/2019 20:10,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,575.84,452.36,125.04,575.83,0.091934,3.125305,0.031357,0.02,3.248596,100.0017366
67238,7/11/2019 20:20,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,574.32,450.15,125.64,574.33,0.091934,3.125305,0.031357,0.02,3.248596,99.99825881
67239,7/11/2019 20:30,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,575.73,449.64,127.64,575.74,0.091934,3.127963,0.031357,0.02,3.251254,99.99826307
67240,7/11/2019 20:40,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,574.18,450.44,125.65,574.18,0.093797,3.209229,0.031357,0.02,3.334383,100
67241,7/11/2019 20:50,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,574.64,450.27,126.27,574.64,0.095749,3.209229,0.031357,0.02,3.336335,100
67242,7/11/2019 21:00,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,573.1,447.59,127.52,573.11,0.095749,3.209229,0.031357,0.02,3.336335,99.9982551
67243,7/11/2019 21:10,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,578.21,448.19,132.03,578.21,0.095749,3.209229,0.031357,0.02,3.336335,100
67244,7/11/2019 21:20,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,578.57,447.91,132.6,578.58,0.095749,3.209229,0.031357,0.02,3.336335,99.9982716
67245,7/11/2019 21:30,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,575.59,446.39,131.15,575.61,0.095749,3.209229,0.031357,0.02,3.336335,99.9965253
67246,7/11/2019 21:40,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,578.99,449.94,131.02,578.99,0.105995,3.209229,0.031357,0.02,3.346581,100
67247,7/11/2019 21:50,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,576.93,448.57,130.27,576.94,0.11673,3.209229,0.031357,0.02,3.357316,99.99826669
67248,7/11/2019 22:00,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,576.02,447.57,130.42,576.04,0.11673,3.209229,0.031357,0.02,3.357316,99.9965279
67249,7/11/2019 22:10,0,0,0,0,0,0,0,0.033611111,0.047089167,0.065508056,575.19,446.87,130.31,575.2,0.11673,3.209229,0.031357,0.02,3.357316,99.99826144
67250,7/11/2019 22:20,0,0,0,0,0,0,0,0.033194444,0.046505417,0.064695972,570.28,443.1,128.97,570.29,0.11673,3.209229,0.031357,0.02,3.357316,99.99824648
67251,7/11/2019 22:30,0,0,0,0,0,0,0,0.033194444,0.046505417,0.064695972,565.47,439.53,127.57,565.48,0.11673,3.212515,0.031338,0.02,3.360583,99.99823156
67252,7/11/2019 22:40,0,0,0,0,0,0,0,0.033194444,0.046505417,0.064695972,560.99,436.66,126.04,561,0.424322,3.312988,0.029068,0.02,3.766378,99.99821744
67253,7/11/2019 22:50,0,0,0,0,0,0,0,0.033194444,0.046505417,0.064695972,557.87,434.08,125.53,557.87,0.74234,3.312988,0.029068,0.02,4.084396,100
67254,7/11/2019 23:00,0,0,0,0,0,0,0,0.033194444,0.046505417,0.064695972,565.4,435.2,132.19,565.41,0.74234,3.312988,0.029068,0.02,4.084396,99.99823134
