,datetime,influent_flow_imp,ammonia_ppm_imp,nitrate_ppm_imp,nitrite_ppm_imp,mean_prcp,season,event,,timeDay,,,,,,,,,
1930,6/20/2018 10:00,266.765,0.284497333,2.957024,0.029427667,0,Spring,Dry,10,Morning,,,,,,,,,
1931,6/20/2018 11:00,283.4683333,0.229197,2.8510385,0.029089333,0,Spring,Dry,11,Morning,,,,,,,,,
1932,6/20/2018 12:00,299.1,0.1861225,2.668596167,0.031229167,0,Spring,Dry,12,Afternoon,,,,,,,,,
1933,6/20/2018 13:00,317.975,0.169009667,2.409695833,0.029195833,0,Spring,Dry,13,Afternoon,,,,,,,,,
1934,6/20/2018 14:00,280.2716667,0.188891,2.2772245,0.031229167,0,Spring,Dry,14,Afternoon,,,,,,,,,
1935,6/20/2018 15:00,290.18,0.216998333,2.278442,0.031357,0,Spring,Dry,15,Afternoon,,,,,,,,,
1936,6/20/2018 16:00,310.4716667,0.176188667,2.234934,0.031357,0,Spring,Dry,16,Afternoon,,,,,,,,,
1937,6/20/2018 17:00,321.765,0.1522405,2.061750333,0.062692,0,Spring,Dry,17,Evening,,,,,,,,,
1938,6/20/2018 18:00,300.8083333,0.180108667,2.081892167,0.03321,0,Spring,Dry,18,Evening,,,,,,,,,
1939,6/20/2018 19:00,291.3233333,0.207871667,2.167467,0.031357,0.03125,Spring,Dry,19,Evening,,,,,,,,,
1940,6/20/2018 20:00,297.5316667,0.187274667,2.097170833,0.028836,0.055,Spring,Dry,20,Evening,,,,,,,,,
1941,6/20/2018 21:00,389.6333333,0.172042,2.109805833,0.031208,0.01,Spring,Dry,21,Night,,,,,,,,,
1942,6/20/2018 22:00,488.6933333,0.172426333,2.2100795,0.030996333,0,Spring,Dry,22,Night,,,,,,,,,
1943,6/20/2018 23:00,473.5716667,0.186625833,2.4310645,0.030975,0,Spring,Dry,23,Night,,,,,,,,,
1944,6/21/2018 0:00,447.6816667,0.2219115,2.443237,0.030975,0,Spring,Dry,0,Night,,,,,,,,,
1945,6/21/2018 1:00,398.575,0.171724833,2.494459,0.031335667,0,Spring,Dry,1,Night,,,,,,,,,
1946,6/21/2018 2:00,296.9733333,0.207898,2.696533,0.031357,0,Spring,Dry,2,Night,,,,,,,,,
1947,6/21/2018 3:00,279.765,0.204838333,2.778483833,0.031357,0,Spring,Dry,3,Night,,,,,,,,,
1948,6/21/2018 4:00,259.5166667,0.195288,3.144882167,0.031357,0,Spring,Dry,4,Night,,,,,,,,,
1949,6/21/2018 5:00,230.715,0.200401,3.310526333,0.029195833,0,Spring,Dry,5,Morning,,,,,,,,,
1950,6/21/2018 6:00,207.1083333,0.308458333,3.301088667,0.0308685,0,Spring,Dry,6,Morning,,,,,,,,,
1951,6/21/2018 7:00,208.23,0.460953167,3.325078167,0.030254667,0,Spring,Dry,7,Morning,,,,,,,,,
1952,6/21/2018 8:00,215.46,0.542849667,3.406298167,0.031293,0,Spring,Dry,8,Morning,,,,,,,,,
1953,6/21/2018 9:00,250.765,0.5354585,3.399589667,0.031357,0,Spring,Dry,9,Morning,,,,,,,,,
1954,6/21/2018 10:00,259.865,0.4266075,3.513185667,0.031357,0.01375,Spring,Dry,10,Morning,,,,,,,,,
1955,6/21/2018 11:00,288.4583333,0.2604165,3.469415167,0.031357,0,Spring,Dry,11,Morning,,,,,,,,,
1956,6/21/2018 12:00,316.5433333,0.194984333,3.291934167,0.031357,0,Spring,Dry,12,Afternoon,,,,,,,,,
1957,6/21/2018 13:00,318.5816667,0.225449,3.293152,0.028836,0,Spring,Dry,13,Afternoon,,,,,,,,,
1958,6/21/2018 14:00,312.7333333,0.271760111,2.946356899,0.035417094,0,Spring,Dry,14,Afternoon,,,,,,,,,
1959,6/21/2018 15:00,306.0533333,0.185732417,2.624816,0.0305935,0,Spring,Dry,15,Afternoon,,,,,,,,,
1960,6/21/2018 16:00,311.795,0.166321,2.597737,0.029774667,0,Spring,Dry,16,Afternoon,,,,,,,,,
1961,6/21/2018 17:00,314.4083333,0.180727667,2.506541167,0.0300285,0,Spring,Dry,17,Evening,,,,,,,,,
1962,6/21/2018 18:00,310.375,0.167598333,2.587732667,0.030833833,0,Spring,Dry,18,Evening,,,,,,,,,
1963,6/21/2018 19:00,322.365,0.165681,2.684542,0.030254833,0,Spring,Dry,19,Evening,,,,,,,,,
1964,6/21/2018 20:00,325.5183333,0.172042,2.805009667,0.029110833,0,Spring,Dry,20,Evening,,,,,,,,,
1965,6/21/2018 21:00,318.6683333,0.198455333,2.885856333,0.030127167,0,Spring,Dry,21,Night,,,,,,,,,
1966,6/21/2018 22:00,296.6883333,0.206801,2.940673,0.0312155,0,Spring,Dry,22,Night,,,,,,,,,
1967,6/21/2018 23:00,296.0833333,0.203761,2.962521167,0.029676333,0,Spring,Dry,23,Night,,,,,,,,,
1968,6/22/2018 0:00,325.4766667,0.204468,3.057935,0.028687,0,Summer,Dry,0,Night,,,,,,,,,
1969,6/22/2018 1:00,304.5283333,0.188860333,3.095108333,0.030367667,0,Summer,Dry,1,Night,,,,,,,,,
1970,6/22/2018 2:00,257.0133333,0.197680333,3.099339833,0.031357,0,Summer,Dry,2,Night,,,,,,,,,
1971,6/22/2018 3:00,257.72,0.167463167,3.087158,0.030876667,0,Summer,Dry,3,Night,,,,,,,,,
1972,6/22/2018 4:00,237.4433333,0.167443833,3.079157333,0.029393667,0,Summer,Dry,4,Night,,,,,,,,,
1973,6/22/2018 5:00,211.4016667,0.18278,3.040715333,0.030367667,0,Summer,Dry,5,Morning,,,,,,,,,
1974,6/22/2018 6:00,221.6916667,0.203896167,3.001914833,0.029676333,0,Summer,Dry,6,Morning,,,,,,,,,
1975,6/22/2018 7:00,218.3433333,0.179894167,2.954714,0.028926833,0,Summer,Dry,7,Morning,,,,,,,,,
1976,6/22/2018 8:00,220.47,0.181502,2.9608565,0.030508833,0.02125,Summer,Dry,8,Morning,,,,,,,,,
1977,6/22/2018 9:00,278.8,0.211739,2.970192,0.0311165,0.02,Summer,Dry,9,Morning,,,,,,,,,
1978,6/22/2018 10:00,311.9133333,0.155602833,2.9152215,0.029534833,0.01,Summer,Dry,10,Morning,,,,,,,,,
1979,6/22/2018 11:00,344.8866667,0.170755167,2.845056667,0.030127167,0.005,Summer,Dry,11,Morning,,,,,,,,,
1980,6/22/2018 12:00,378.1116667,0.201359667,2.7938435,0.029534833,0,Summer,Dry,12,Afternoon,,,,,,,,,
1981,6/22/2018 13:00,450.0066667,0.199452,2.7842,0.029887333,0.0025,Summer,Dry,13,Afternoon,,,,,,,,,
1982,6/22/2018 14:00,447.6433333,0.197544667,2.854876167,0.029393667,0.00125,Summer,Dry,14,Afternoon,,,,,,,,,
1983,6/22/2018 15:00,482.685,0.183631667,3.000041,0.030367667,0.00125,Summer,Dry,15,Afternoon,,,,,,,,,
1984,6/22/2018 16:00,466.67,0.175857,3.114621667,0.031357,0,Summer,Dry,16,Afternoon,,,,,,,,,
1985,6/22/2018 17:00,458.0833333,0.193866,3.2731225,0.031596833,0,Summer,Dry,17,Evening,,,,,,,,,
1986,6/22/2018 18:00,400.15,0.211670667,3.307950333,0.031498167,0,Summer,Dry,18,Evening,,,,,,,,,
1987,6/22/2018 19:00,364.1516667,0.206307,3.254567667,0.029676333,0,Summer,Dry,19,Evening,,,,,,,,,
1988,6/22/2018 20:00,333.5116667,0.215059667,3.348172167,0.028926833,0,Summer,Dry,20,Evening,,,,,,,,,
1989,6/22/2018 21:00,339.22,0.225942333,3.3948085,0.030508833,0,Summer,Dry,21,Night,,,,,,,,,
1990,6/22/2018 22:00,331.255,0.248966167,3.417414833,0.031357,0,Summer,Dry,22,Night,,,,,,,,,
1991,6/22/2018 23:00,320.4733333,0.306109167,3.43529,0.030156,0.01,Summer,Dry,23,Night,,,,,,,,,
1992,6/23/2018 0:00,309.3583333,0.337062667,3.400270667,0.0304095,0.03125,Summer,Dry,0,Night,,,,,,,,,
1993,6/23/2018 1:00,291.3566667,0.326683,3.358906833,0.0312155,0.0025,Summer,Dry,1,Night,,,,,,,,,
1994,6/23/2018 2:00,272.6716667,0.258879833,3.150243167,0.029676333,0.0025,Summer,Dry,2,Night,,,,,,,,,
1995,6/23/2018 3:00,272.8966667,0.236747333,2.998438,0.030367667,0.0025,Summer,Dry,3,Night,,,,,,,,,
1996,6/23/2018 4:00,215.2383333,0.234917333,3.014955167,0.029916167,0,Summer,Dry,4,Night,,,,,,,,,
1997,6/23/2018 5:00,207.4183333,0.1932455,2.933585833,0.029068,0.00125,Summer,Dry,5,Morning,,,,,,,,,
1998,6/23/2018 6:00,202.8233333,0.194853,2.8957175,0.030508833,0,Summer,Dry,6,Morning,,,,,,,,,
1999,6/23/2018 7:00,194.665,0.226290333,2.857058167,0.031357,0,Summer,Dry,7,Morning,,,,,,,,,
2000,6/23/2018 8:00,200.3266667,0.222485833,2.839479333,0.031357,0,Summer,Dry,8,Morning,,,,,,,,,
2001,6/23/2018 9:00,220.2766667,0.194795667,2.759035,0.029916167,0.00125,Summer,Dry,9,Morning,,,,,,,,,
2002,6/23/2018 10:00,248.7433333,0.2062975,2.745773167,0.030508833,0,Summer,Dry,10,Morning,,,,,,,,,
2003,6/23/2018 11:00,255.8283333,0.230531,2.802245833,0.030876667,0,Summer,Dry,11,Morning,,,,,,,,,
2004,6/23/2018 12:00,278.045,0.178064833,2.857103333,0.0296335,0,Summer,Dry,12,Afternoon,,,,,,,,,
2005,6/23/2018 13:00,306.29,0.15904,2.876587,0.030508833,0,Summer,Dry,13,Afternoon,,,,,,,,,
2006,6/23/2018 14:00,303.665,0.177832667,2.879360333,0.031357,0,Summer,Dry,14,Afternoon,,,,,,,,,
2007,6/23/2018 15:00,309.1616667,0.171481,2.873680167,0.029916167,0,Summer,Dry,15,Afternoon,,,,,,,,,
2008,6/23/2018 16:00,372.4333333,0.163212667,2.808230167,0.030508833,0,Summer,Dry,16,Afternoon,,,,,,,,,
2009,6/23/2018 17:00,342.8716667,0.172110667,2.853820667,0.029916167,0,Summer,Dry,17,Evening,,,,,,,,,
2010,6/23/2018 18:00,312.3116667,0.193372,3.047047333,0.030508833,0.00875,Summer,Dry,18,Evening,,,,,,,,,
2011,6/23/2018 19:00,305.8966667,0.206161667,3.147257667,0.030876667,0,Summer,Dry,19,Evening,,,,,,,,,
2012,6/23/2018 20:00,312.5816667,0.187872333,3.227491167,0.031074333,0,Summer,Dry,20,Evening,,,,,,,,,
2013,6/23/2018 21:00,341.2083333,0.177058,3.0884355,0.029916167,0,Summer,Dry,21,Night,,,,,,,,,
2014,6/23/2018 22:00,372.0966667,0.178965333,3.098938167,0.030508833,0,Summer,Dry,22,Night,,,,,,,,,
2015,6/23/2018 23:00,371.23,0.177270667,3.040075,0.029676333,0,Summer,Dry,23,Night,,,,,,,,,
2016,6/24/2018 0:00,347.5133333,0.177058,2.9890455,0.030127167,0,Summer,Dry,0,Night,,,,,,,,,
2017,6/24/2018 1:00,319.26,0.192171667,2.92694,0.030975,0,Summer,Dry,1,Night,,,,,,,,,
2018,6/24/2018 2:00,270.375,0.211458,2.9404985,0.0312155,0,Summer,Dry,2,Night,,,,,,,,,
2019,6/24/2018 3:00,250.115,0.222621667,2.988225,0.031357,0,Summer,Dry,3,Night,,,,,,,,,
2020,6/24/2018 4:00,245.7633333,0.223047667,2.973099,0.030156,0,Summer,Dry,4,Night,,,,,,,,,
2021,6/24/2018 5:00,230.6333333,0.206026333,3.019551833,0.03065,0,Summer,Dry,5,Morning,,,,,,,,,
2022,6/24/2018 6:00,210.5733333,0.208843333,3.078003,0.031837333,0,Summer,Dry,6,Morning,,,,,,,,,
2023,6/24/2018 7:00,201.9416667,0.202705333,3.058282,0.031639667,0,Summer,Dry,7,Morning,,,,,,,,,
2024,6/24/2018 8:00,183.645,0.188928,2.9535385,0.0303965,0,Summer,Dry,8,Morning,,,,,,,,,
2025,6/24/2018 9:00,164.6683333,0.201001667,2.83681,0.031031333,0,Summer,Dry,9,Morning,,,,,,,,,
2026,6/24/2018 10:00,207.4533333,0.187379,2.76584,0.030297167,0,Summer,Dry,10,Morning,,,,,,,,,
2027,6/24/2018 11:00,242.165,0.195560167,2.653500667,0.029929333,0,Summer,Dry,11,Morning,,,,,,,,,
2028,6/24/2018 12:00,290.1433333,0.209483,2.633793667,0.030932667,0,Summer,Dry,12,Afternoon,,,,,,,,,
2029,6/24/2018 13:00,293.4866667,0.194582333,2.572131167,0.050488,0,Summer,Dry,13,Afternoon,,,,,,,,,
2030,6/24/2018 14:00,301.075,0.205803667,2.608559167,0.125961,0,Summer,Dry,14,Afternoon,,,,,,,,,
2031,6/24/2018 15:00,308.6583333,0.205813,2.566759333,0.1213325,0.00875,Summer,Dry,15,Afternoon,,,,,,,,,
2032,6/24/2018 16:00,362.85,0.201146333,2.5202925,0.0885705,0.005,Summer,Dry,16,Afternoon,,,,,,,,,
2033,6/24/2018 17:00,339.8266667,0.20256,2.476074833,0.030894167,0,Summer,Dry,17,Evening,,,,,,,,,
2034,6/24/2018 18:00,303.4033333,0.227772333,2.553423,0.029145,0,Summer,Dry,18,Evening,,,,,,,,,
2035,6/24/2018 19:00,300.585,0.215001333,2.583224333,0.029449,0.03125,Summer,Dry,19,Evening,,,,,,,,,
2036,6/24/2018 20:00,305.8333333,0.216754,2.690915833,0.029834833,0.005,Summer,Dry,20,Evening,,,,,,,,,
2037,6/24/2018 21:00,317.7366667,0.218952333,2.787076,0.031434,0,Summer,Dry,21,Night,,,,,,,,,
2038,6/24/2018 22:00,385.4566667,0.215204667,2.880314,0.031892333,0,Summer,Dry,22,Night,,,,,,,,,
2039,6/24/2018 23:00,386.7316667,0.172690833,2.908952833,0.031498167,0,Summer,Dry,23,Night,,,,,,,,,
2040,6/25/2018 0:00,338.6,0.158052,2.914410167,0.027927667,0,Summer,Dry,0,Night,,,,,,,,,
2041,6/25/2018 1:00,291.14,0.2004305,2.9040225,0.029372,0,Summer,Dry,1,Night,,,,,,,,,
2042,6/25/2018 2:00,279.3133333,0.1916195,2.891845,0.029530833,0,Summer,Dry,2,Night,,,,,,,,,
2043,6/25/2018 3:00,265.5433333,0.178752,2.9078685,0.031357,0,Summer,Dry,3,Night,,,,,,,,,
2044,6/25/2018 4:00,248.345,0.2163955,2.974888833,0.031202667,0,Summer,Dry,4,Night,,,,,,,,,
2045,6/25/2018 5:00,196.8833333,0.224886667,2.9925835,0.030285333,0,Summer,Dry,5,Morning,,,,,,,,,
2046,6/25/2018 6:00,202.9483333,0.2418305,3.006918,0.029068,0,Summer,Dry,6,Morning,,,,,,,,,
2047,6/25/2018 7:00,203.8316667,0.240359,3.0015755,0.029376667,0,Summer,Dry,7,Morning,,,,,,,,,
2048,6/25/2018 8:00,207.6766667,0.231171,2.9326025,0.030285333,0,Summer,Dry,8,Morning,,,,,,,,,
2049,6/25/2018 9:00,265.9016667,0.238374333,2.856866,0.029299333,0,Summer,Dry,9,Morning,,,,,,,,,
2050,6/25/2018 10:00,265.21,0.151371333,2.7801635,0.041505667,0,Summer,Dry,10,Morning,,,,,,,,,
2051,6/25/2018 11:00,286.4783333,0.094054333,2.771167667,0.0775825,0,Summer,Dry,11,Morning,,,,,,,,,
2052,6/25/2018 12:00,294.3833333,0.153163167,2.705584667,0.051882167,0,Summer,Dry,12,Afternoon,,,,,,,,,
2053,6/25/2018 13:00,277.91,0.177203,2.673748333,0.069848,0,Summer,Dry,13,Afternoon,,,,,,,,,
2054,6/25/2018 14:00,270.21,0.190544667,2.723457333,0.029530833,0,Summer,Dry,14,Afternoon,,,,,,,,,
2055,6/25/2018 15:00,276.8416667,0.192956,2.751465,0.033131333,0,Summer,Dry,15,Afternoon,,,,,,,,,
2056,6/25/2018 16:00,285.6333333,0.190903667,2.784744167,0.045145167,0,Summer,Dry,16,Afternoon,,,,,,,,,
2057,6/25/2018 17:00,293.395,0.212232833,2.919340667,0.065003167,0,Summer,Dry,17,Evening,,,,,,,,,
2058,6/25/2018 18:00,274.125,0.187524167,2.9413795,0.062530833,0,Summer,Dry,18,Evening,,,,,,,,,
2059,6/25/2018 19:00,321.5766667,0.192733167,2.9664805,0.047100667,0,Summer,Dry,19,Evening,,,,,,,,,
2060,6/25/2018 20:00,326.2233333,0.208282,2.906751667,0.029911833,0,Summer,Dry,20,Evening,,,,,,,,,
2061,6/25/2018 21:00,302.605,0.198678,2.894047,0.031198,0,Summer,Dry,21,Night,,,,,,,,,
2062,6/25/2018 22:00,298.41,0.196625,2.9279245,0.029530833,0,Summer,Dry,22,Night,,,,,,,,,
2063,6/25/2018 23:00,300.94,0.213152333,2.946996833,0.030894167,0,Summer,Dry,23,Night,,,,,,,,,
2064,6/26/2018 0:00,262.4166667,0.221634,2.917845,0.029068,0,Summer,Dry,0,Night,,,,,,,,,
2065,6/26/2018 1:00,272.5883333,0.233639333,2.954833833,0.029453667,0,Summer,Dry,1,Night,,,,,,,,,
2066,6/26/2018 2:00,249.5766667,0.233503667,2.9868885,0.030820667,0,Summer,Dry,2,Night,,,,,,,,,
2067,6/26/2018 3:00,221.4133333,0.246071,2.916259,0.030212,0,Summer,Dry,3,Night,,,,,,,,,
2068,6/26/2018 4:00,221.84,0.224751167,2.916259,0.029903667,0,Summer,Dry,4,Night,,,,,,,,,
2069,6/26/2018 5:00,222.0733333,0.207575333,2.915334667,0.029149667,0,Summer,Dry,5,Morning,,,,,,,,,
2070,6/26/2018 6:00,207.9283333,0.193875333,2.89874,0.031052167,0,Summer,Dry,6,Morning,,,,,,,,,
2071,6/26/2018 7:00,201.9,0.201001667,2.847595,0.032514167,0,Summer,Dry,7,Morning,,,,,,,,,
2072,6/26/2018 8:00,181.1466667,0.201785667,2.8506765,0.043944667,0,Summer,Dry,8,Morning,,,,,,,,,
2073,6/26/2018 9:00,226.3066667,0.190835667,2.850220167,0.075889833,0,Summer,Dry,9,Morning,,,,,,,,,
2074,6/26/2018 10:00,257.725,0.177696667,2.797519667,0.094985,0,Summer,Dry,10,Morning,,,,,,,,,
2075,6/26/2018 11:00,302.7683333,0.2248675,2.765298167,0.102780833,0,Summer,Dry,11,Morning,,,,,,,,,
2076,6/26/2018 12:00,294.6333333,0.2031405,2.685279667,0.145303333,0,Summer,Dry,12,Afternoon,,,,,,,,,
2077,6/26/2018 13:00,269.6166667,0.169641333,2.710354333,0.161118167,0,Summer,Dry,13,Afternoon,,,,,,,,,
2078,6/26/2018 14:00,279.6483333,0.155021667,2.733020667,0.0531015,0,Summer,Dry,14,Afternoon,,,,,,,,,
2079,6/26/2018 15:00,284.0133333,0.1772615,2.6859265,0.033780167,0,Summer,Dry,15,Afternoon,,,,,,,,,
2080,6/26/2018 16:00,277.2766667,0.175721667,2.715137333,0.052415167,0,Summer,Dry,16,Afternoon,,,,,,,,,
2081,6/26/2018 17:00,284.0716667,0.165614,2.717353333,0.048315833,0,Summer,Dry,17,Evening,,,,,,,,,
2082,6/26/2018 18:00,286.1333333,0.180727667,2.744436667,0.030511667,0,Summer,Dry,18,Evening,,,,,,,,,
2083,6/26/2018 19:00,293.4433333,0.215621667,2.731847667,0.029304833,0,Summer,Dry,19,Evening,,,,,,,,,
2084,6/26/2018 20:00,278.2283333,0.232371333,2.687905167,0.033283,0,Summer,Dry,20,Evening,,,,,,,,,
2085,6/26/2018 21:00,280.665,0.243883,2.639018,0.037745833,0,Summer,Dry,21,Night,,,,,,,,,
2086,6/26/2018 22:00,283.4566667,0.228633333,2.564542667,0.030816333,0,Summer,Dry,22,Night,,,,,,,,,
2087,6/26/2018 23:00,291.8333333,0.201504833,2.495366167,0.028841333,0,Summer,Dry,23,Night,,,,,,,,,
2088,6/27/2018 0:00,286.94,0.193024,2.461444,0.029294667,0,Summer,Dry,0,Night,,,,,,,,,
2089,6/27/2018 1:00,262.2966667,0.200227333,2.398793833,0.028918667,0,Summer,Dry,1,Night,,,,,,,,,
2090,6/27/2018 2:00,253.72,0.206868667,2.328885167,0.030062667,0,Summer,Dry,2,Night,,,,,,,,,
2091,6/27/2018 3:00,220.99,0.204680333,2.374045,0.030743333,0,Summer,Dry,3,Night,,,,,,,,,
2092,6/27/2018 4:00,222.0766667,0.209764,2.410299,0.030062667,0,Summer,Dry,4,Night,,,,,,,,,
2093,6/27/2018 5:00,214.0983333,0.232013333,2.418823,0.0342195,0,Summer,Dry,5,Morning,,,,,,,,,
2094,6/27/2018 6:00,203.4733333,0.240213667,2.411119333,0.052558833,0,Summer,Dry,6,Morning,,,,,,,,,
2095,6/27/2018 7:00,199.59,0.223193,2.368350333,0.074385667,0,Summer,Dry,7,Morning,,,,,,,,,
2096,6/27/2018 8:00,224.9016667,0.197197,2.319332833,0.075008,0,Summer,Dry,8,Morning,,,,,,,,,
2097,6/27/2018 9:00,269.965,0.213714167,2.334754833,0.078890667,0,Summer,Dry,9,Morning,,,,,,,,,
2098,6/27/2018 10:00,262.6516667,0.2004495,2.399896667,0.079648667,0,Summer,Dry,10,Morning,,,,,,,,,
2099,6/27/2018 11:00,283.435,0.2062975,2.391298,0.082130667,0,Summer,Dry,11,Morning,,,,,,,,,
2100,6/27/2018 12:00,331.4516667,0.231732,2.366326667,0.091518,0,Summer,Dry,12,Afternoon,,,,,,,,,
2101,6/27/2018 13:00,354.0216667,0.235198333,2.333385,0.0909515,0,Summer,Dry,13,Afternoon,,,,,,,,,
2102,6/27/2018 14:00,361.1933333,0.218671333,2.2248475,0.113602833,0,Summer,Dry,14,Afternoon,,,,,,,,,
2103,6/27/2018 15:00,350.1416667,0.205387333,2.3080835,0.038885333,0,Summer,Dry,15,Afternoon,,,,,,,,,
2104,6/27/2018 16:00,308.8083333,0.207362667,2.4966165,0.030588833,0,Summer,Dry,16,Afternoon,,,,,,,,,
2105,6/27/2018 17:00,304.1766667,0.223396333,2.672912333,0.0295315,0,Summer,Dry,17,Evening,,,,,,,,,
2106,6/27/2018 18:00,283.5866667,0.196353833,2.628101167,0.031357,0,Summer,Dry,18,Evening,,,,,,,,,
2107,6/27/2018 19:00,281.075,0.193866,2.60498,0.0315115,0,Summer,Dry,19,Evening,,,,,,,,,
2108,6/27/2018 20:00,276.4966667,0.228479333,2.608688,0.032197167,0,Summer,Dry,20,Evening,,,,,,,,,
2109,6/27/2018 21:00,281.5666667,0.239012667,2.599807667,0.032501,0,Summer,Dry,21,Night,,,,,,,,,
2110,6/27/2018 22:00,286.285,0.216482833,2.511340833,0.032501,0,Summer,Dry,22,Night,,,,,,,,,
2111,6/27/2018 23:00,295.305,0.194863333,2.499351,0.032269333,0,Summer,Dry,23,Night,,,,,,,,,
2112,6/28/2018 0:00,298.6166667,0.2132205,2.377163333,0.031357,0,Summer,Dry,0,Night,,,,,,,,,
2113,6/28/2018 1:00,288.3216667,0.224954667,2.319237,0.031357,0,Summer,Dry,1,Night,,,,,,,,,
2114,6/28/2018 2:00,262.3033333,0.2007305,2.269984833,0.031357,0,Summer,Dry,2,Night,,,,,,,,,
2115,6/28/2018 3:00,225.5616667,0.20411,2.2142185,0.030970667,0,Summer,Dry,3,Night,,,,,,,,,
2116,6/28/2018 4:00,221.9783333,0.209202333,2.267761,0.029835333,0,Summer,Dry,4,Night,,,,,,,,,
2117,6/28/2018 5:00,207.56,0.243592833,2.275794833,0.0308935,0,Summer,Dry,5,Morning,,,,,,,,,
2118,6/28/2018 6:00,193.51,0.245093333,2.299709167,0.030999167,0,Summer,Dry,6,Morning,,,,,,,,,
2119,6/28/2018 7:00,176.4583333,0.229476333,2.288753333,0.0384505,0,Summer,Dry,7,Morning,,,,,,,,,
2120,6/28/2018 8:00,193.1866667,0.21535,2.374377667,0.035988167,0,Summer,Dry,8,Morning,,,,,,,,,
2121,6/28/2018 9:00,242.265,0.207081667,2.407504167,0.033476333,0,Summer,Dry,9,Morning,,,,,,,,,
2122,6/28/2018 10:00,269.8966667,0.2303865,2.391261333,0.048012,0,Summer,Dry,10,Morning,,,,,,,,,
2123,6/28/2018 11:00,288.8066667,0.233717,2.3469345,0.053980667,0,Summer,Dry,11,Morning,,,,,,,,,
2124,6/28/2018 12:00,308.8183333,0.221353,2.292793,0.144349333,0,Summer,Dry,12,Afternoon,,,,,,,,,
2125,6/28/2018 13:00,306.5966667,0.188839667,2.295844833,0.138533667,0,Summer,Dry,13,Afternoon,,,,,,,,,
2126,6/28/2018 14:00,296.1666667,0.168441,2.304766833,0.107623,0,Summer,Dry,14,Afternoon,,,,,,,,,
2127,6/28/2018 15:00,274.2183333,0.181928,2.329086167,0.072587667,0,Summer,Dry,15,Afternoon,,,,,,,,,
2128,6/28/2018 16:00,272.8283333,0.205523333,2.356045,0.040035833,0,Summer,Dry,16,Afternoon,,,,,,,,,
2129,6/28/2018 17:00,284.15,0.215204667,2.4962155,0.037340833,0,Summer,Dry,17,Evening,,,,,,,,,
2130,6/28/2018 18:00,309.3533333,0.206307,2.576564333,0.042986833,0,Summer,Dry,18,Evening,,,,,,,,,
2131,6/28/2018 19:00,305.5066667,0.199452,2.675013833,0.031350833,0,Summer,Dry,19,Evening,,,,,,,,,
2132,6/28/2018 20:00,291.08,0.216754,2.693427833,0.030063333,0,Summer,Dry,20,Evening,,,,,,,,,
2133,6/28/2018 21:00,285.9483333,0.204545,2.570079333,0.030510333,0,Summer,Dry,21,Night,,,,,,,,,
2134,6/28/2018 22:00,288.4716667,0.201921,2.536025833,0.028687,0,Summer,Dry,22,Night,,,,,,,,,
2135,6/28/2018 23:00,291.0033333,0.186671833,2.515247,0.028687,0,Summer,Dry,23,Night,,,,,,,,,
2136,6/29/2018 0:00,291.2516667,0.176351333,2.4238245,0.029229167,0,Summer,Dry,0,Night,,,,,,,,,
2137,6/29/2018 1:00,276.8283333,0.187369667,2.461856167,0.030892167,0,Summer,Dry,1,Night,,,,,,,,,
2138,6/29/2018 2:00,269.56,0.219436167,2.464000833,0.029068,0,Summer,Dry,2,Night,,,,,,,,,
2139,6/29/2018 3:00,246.39,0.237386333,2.460235167,0.029842667,0,Summer,Dry,3,Night,,,,,,,,,
2140,6/29/2018 4:00,210.48,0.241201333,2.429794167,0.032340667,0,Summer,Dry,4,Night,,,,,,,,,
2141,6/29/2018 5:00,209.7166667,0.221004333,2.427708,0.030521833,0,Summer,Dry,5,Morning,,,,,,,,,
2142,6/29/2018 6:00,206.7366667,0.175866833,2.444221667,0.031583,0,Summer,Dry,6,Morning,,,,,,,,,
2143,6/29/2018 7:00,197.7916667,0.210809833,2.464271167,0.0312075,0,Summer,Dry,7,Morning,,,,,,,,,
2144,6/29/2018 8:00,203.7866667,0.241414,2.46006,0.031965,0,Summer,Dry,8,Morning,,,,,,,,,
2145,6/29/2018 9:00,219.6133333,0.191483833,2.475009667,0.035617333,0,Summer,Dry,9,Morning,,,,,,,,,
2146,6/29/2018 10:00,259.355,0.190119167,2.481944167,0.052570333,0,Summer,Dry,10,Morning,,,,,,,,,
2147,6/29/2018 11:00,281.1033333,0.215979667,2.449439667,0.062389833,0,Summer,Dry,11,Morning,,,,,,,,,
2148,6/29/2018 12:00,291.3183333,0.219232667,2.371368167,0.097506,0,Summer,Dry,12,Afternoon,,,,,,,,,
2149,6/29/2018 13:00,285.0666667,0.195008,2.323001167,0.089300667,0,Summer,Dry,13,Afternoon,,,,,,,,,
2150,6/29/2018 14:00,279.5483333,0.206791333,2.3316345,0.0549355,0,Summer,Dry,14,Afternoon,,,,,,,,,
2151,6/29/2018 15:00,282.6966667,0.1976225,2.373507667,0.05592,0,Summer,Dry,15,Afternoon,,,,,,,,,
2152,6/29/2018 16:00,284.9583333,0.219503833,2.4422485,0.050134667,0,Summer,Dry,16,Afternoon,,,,,,,,,
2153,6/29/2018 17:00,286.825,0.222698667,2.545215167,0.0310525,0,Summer,Dry,17,Evening,,,,,,,,,
