STATION,DATE,HourlyPrecipitation
72244012918,1/8/2018 8:53,0
72244012918,1/8/2018 9:53,0
72244012918,1/8/2018 10:53,0
72244012918,1/8/2018 11:53,0
72244012918,1/8/2018 12:53,0
72244012918,1/8/2018 13:53,0
72244012918,1/8/2018 14:53,0
72244012918,1/8/2018 15:53,0
72244012918,1/8/2018 16:53,0
72244012918,1/8/2018 17:53,0
72244012918,1/8/2018 18:53,0
72244012918,1/8/2018 19:53,0
72244012918,1/8/2018 20:53,0
72244012918,1/8/2018 21:53,0
72244012918,1/8/2018 22:53,0
72244012918,1/8/2018 23:53,0
72244012918,1/9/2018 0:53,0
72244012918,1/9/2018 1:53,0
72244012918,1/9/2018 2:53,0
72244012918,1/9/2018 3:53,0
72244012918,1/9/2018 4:53,0
72244012918,1/9/2018 5:53,0
72244012918,1/9/2018 6:53,0
72244012918,1/9/2018 7:53,0
72244012918,1/9/2018 8:53,0
72244012918,1/9/2018 9:53,0
72244012918,1/9/2018 10:53,0
72244012918,1/9/2018 11:53,0
72244012918,1/9/2018 12:53,0
72244012918,1/9/2018 13:53,0
72244012918,1/9/2018 14:53,0
72244012918,1/9/2018 15:53,0
72244012918,1/9/2018 16:53,0
72244012918,1/9/2018 17:53,0
72244012918,1/9/2018 18:53,0
72244012918,1/9/2018 19:53,0
72244012918,1/9/2018 20:53,0
72244012918,1/9/2018 21:53,0
72244012918,1/9/2018 22:53,0
72244012918,1/9/2018 23:53,0
72244012918,1/10/2018 0:53,0
72244012918,1/10/2018 1:53,0
72244012918,1/10/2018 2:53,0
72244012918,1/10/2018 3:53,0
72244012918,1/10/2018 4:53,0
72244012918,1/10/2018 5:53,0
72244012918,1/10/2018 6:53,0
72244012918,1/10/2018 7:53,0
72244012918,1/10/2018 8:53,0
72244012918,1/10/2018 9:53,0
72244012918,1/10/2018 10:53,0
72244012918,1/10/2018 11:53,0
72244012918,1/10/2018 12:53,0
72244012918,1/10/2018 13:53,0
72244012918,1/10/2018 14:53,0
72244012918,1/10/2018 15:53,0
72244012918,1/10/2018 16:53,0
72244012918,1/10/2018 17:53,0
72244012918,1/10/2018 18:53,0
72244012918,1/10/2018 19:53,0
72244012918,1/10/2018 20:53,0
72244012918,1/10/2018 21:53,0
72244012918,1/10/2018 22:53,0
72244012918,1/10/2018 23:53,0
72244012918,1/11/2018 0:53,0
72244012918,1/11/2018 1:53,0
72244012918,1/11/2018 2:53,0
72244012918,1/11/2018 3:53,0
72244012918,1/11/2018 4:53,T
72244012918,1/11/2018 5:53,T
72244012918,1/11/2018 6:53,0
72244012918,1/11/2018 7:53,0
72244012918,1/11/2018 8:53,0
72244012918,1/11/2018 9:53,0
72244012918,1/11/2018 10:53,0
72244012918,1/11/2018 11:53,0.01
72244012918,1/11/2018 12:53,T
72244012918,1/11/2018 13:53,0.08
72244012918,1/11/2018 14:53,0.07
72244012918,1/11/2018 15:53,0
72244012918,1/11/2018 16:53,0.38
72244012918,1/11/2018 17:53,T
72244012918,1/11/2018 18:53,0.01
72244012918,1/11/2018 19:53,0
72244012918,1/11/2018 20:53,T
72244012918,1/11/2018 21:53,0
72244012918,1/11/2018 22:53,T
72244012918,1/11/2018 23:53,0
72244012918,1/12/2018 0:53,0
72244012918,1/12/2018 1:53,0
72244012918,1/12/2018 2:53,0
72244012918,1/12/2018 3:53,0
72244012918,1/12/2018 4:53,0
72244012918,1/12/2018 5:53,0
72244012918,1/12/2018 6:53,0
72244012918,1/12/2018 7:53,0
72244012918,1/12/2018 8:53,0
72244012918,1/12/2018 9:53,0
72244012918,1/12/2018 10:53,0
72244012918,1/12/2018 11:53,0
72244012918,1/12/2018 12:53,0
72244012918,1/12/2018 13:53,0
72244012918,1/12/2018 14:53,0
72244012918,1/12/2018 15:53,0
72244012918,1/12/2018 16:53,0
72244012918,1/12/2018 17:53,0
72244012918,1/12/2018 18:53,0
72244012918,1/12/2018 19:53,0
72244012918,1/12/2018 20:53,0
72244012918,1/12/2018 21:53,0
72244012918,1/12/2018 22:53,0
72244012918,1/12/2018 23:53,0
72244012918,1/13/2018 0:53,0
72244012918,1/13/2018 1:53,0
72244012918,1/13/2018 2:53,0
72244012918,1/13/2018 3:53,0
72244012918,1/13/2018 4:53,0
72244012918,1/13/2018 5:53,0
72244012918,1/13/2018 6:53,0
72244012918,1/13/2018 7:53,0
72244012918,1/13/2018 8:53,0
72244012918,1/13/2018 9:53,0
72244012918,1/13/2018 10:53,0
72244012918,1/13/2018 11:53,0
72244012918,1/13/2018 12:53,0
72244012918,1/13/2018 13:53,0
72244012918,1/13/2018 14:53,0
72244012918,1/13/2018 15:53,0
72244012918,1/13/2018 16:53,0
72244012918,1/13/2018 17:53,0
72244012918,1/13/2018 18:53,0
72244012918,1/13/2018 19:53,0
72244012918,1/13/2018 20:53,0
72244012918,1/13/2018 21:53,0
72244012918,1/13/2018 22:53,0
72244012918,1/13/2018 23:53,0
72244012918,1/14/2018 0:53,0
72244012918,1/14/2018 1:53,0
72244012918,1/14/2018 2:53,0
72244012918,1/14/2018 3:53,0
72244012918,1/14/2018 4:53,0
72244012918,1/14/2018 5:53,0
72244012918,1/14/2018 6:53,0
72244012918,1/14/2018 7:53,0
72244012918,1/14/2018 8:53,0
72244012918,1/14/2018 9:53,0
72244012918,1/14/2018 10:53,0
72244012918,1/14/2018 11:53,0
72244012918,1/14/2018 12:53,0
72244012918,1/14/2018 13:53,0
72244012918,1/14/2018 14:53,0
72244012918,1/14/2018 15:53,0
72244012918,1/14/2018 16:53,0
72244012918,1/14/2018 17:53,0
72244012918,1/14/2018 18:53,0
72244012918,1/14/2018 19:53,0
72244012918,1/14/2018 20:53,0
72244012918,1/14/2018 21:53,0
72244012918,1/14/2018 22:53,0
72244012918,1/14/2018 23:53,0
72244012918,1/15/2018 0:53,0
72244012918,1/15/2018 1:53,0
72244012918,1/15/2018 2:53,0
72244012918,1/15/2018 3:53,0
72244012918,1/15/2018 4:53,0
72244012918,1/15/2018 5:53,0
72244012918,1/15/2018 6:53,0
72244012918,1/15/2018 7:53,0
72244012918,1/15/2018 8:53,0
72244012918,1/15/2018 9:53,0
72244012918,1/15/2018 10:53,0
72244012918,1/15/2018 11:53,0
72244012918,1/15/2018 12:53,0
72244012918,1/15/2018 13:53,0
72244012918,1/15/2018 14:53,0
72244012918,1/15/2018 15:53,0
72244012918,1/15/2018 16:53,0
72244012918,1/15/2018 17:53,0
72244012918,1/15/2018 18:53,0
72244012918,1/15/2018 19:53,0
72244012918,1/15/2018 20:53,0
72244012918,1/15/2018 21:53,T
72244012918,1/15/2018 22:53,0
72244012918,1/15/2018 23:53,0
72244012918,1/16/2018 0:53,0
72244012918,1/16/2018 1:53,0
72244012918,1/16/2018 2:53,T
72244012918,1/16/2018 3:53,
72244012918,1/16/2018 4:53,
72244012918,1/16/2018 5:53,
72244012918,1/16/2018 6:53,
72244012918,1/16/2018 7:53,0.03
72244012918,1/16/2018 8:53,
72244012918,1/16/2018 9:53,0.05
72244012918,1/16/2018 10:53,T
72244012918,1/16/2018 11:53,0.02
72244012918,1/16/2018 12:53,T
72244012918,1/16/2018 13:53,T
72244012918,1/16/2018 14:53,T0.01s
72244012918,1/16/2018 15:53,T
72244012918,1/16/2018 16:53,T
72244012918,1/16/2018 17:53,T
72244012918,1/16/2018 18:53,T
72244012918,1/16/2018 19:53,0
72244012918,1/16/2018 20:53,0
72244012918,1/16/2018 21:53,0
72244012918,1/16/2018 22:53,0
72244012918,1/16/2018 23:53,0
72244012918,1/17/2018 0:53,0
72244012918,1/17/2018 1:53,0
72244012918,1/17/2018 2:53,0
72244012918,1/17/2018 3:53,0
72244012918,1/17/2018 4:53,0
72244012918,1/17/2018 5:53,0
72244012918,1/17/2018 6:53,0
72244012918,1/17/2018 7:53,0
72244012918,1/17/2018 8:53,0
72244012918,1/17/2018 9:53,0
72244012918,1/17/2018 10:53,0
72244012918,1/17/2018 11:53,0
72244012918,1/17/2018 12:53,0
72244012918,1/17/2018 13:53,0
72244012918,1/17/2018 14:53,0
72244012918,1/17/2018 15:53,0
72244012918,1/17/2018 16:53,0
72244012918,1/17/2018 17:53,0
72244012918,1/17/2018 18:53,0
72244012918,1/17/2018 19:53,0
72244012918,1/17/2018 20:53,0
72244012918,1/17/2018 21:53,0
72244012918,1/17/2018 22:53,0
72244012918,1/17/2018 23:53,0
72244012918,1/18/2018 0:53,0
72244012918,1/18/2018 1:53,0
72244012918,1/18/2018 2:53,0
72244012918,1/18/2018 3:53,0
72244012918,1/18/2018 4:53,0
72244012918,1/18/2018 5:53,0
72244012918,1/18/2018 6:53,0
72244012918,1/18/2018 7:53,0
72244012918,1/18/2018 8:53,0
72244012918,1/18/2018 9:53,0
72244012918,1/18/2018 10:53,0
72244012918,1/18/2018 11:53,0
72244012918,1/18/2018 12:53,0
72244012918,1/18/2018 13:53,0
72244012918,1/18/2018 14:53,0
72244012918,1/18/2018 15:53,0
72244012918,1/18/2018 16:53,0
72244012918,1/18/2018 17:53,0
72244012918,1/18/2018 18:53,0
72244012918,1/18/2018 19:53,0
72244012918,1/18/2018 20:53,0
72244012918,1/18/2018 21:53,0
72244012918,1/18/2018 22:53,0
72244012918,1/18/2018 23:53,0
72244012918,1/19/2018 0:53,0
72244012918,1/19/2018 1:53,0
72244012918,1/19/2018 2:53,0
72244012918,1/19/2018 3:53,0
72244012918,1/19/2018 4:53,0
72244012918,1/19/2018 5:53,0
72244012918,1/19/2018 6:53,T
72244012918,1/19/2018 7:53,T
72244012918,1/19/2018 8:53,T
72244012918,1/19/2018 9:53,T
72244012918,1/19/2018 10:53,T
72244012918,1/19/2018 11:53,0.01
72244012918,1/19/2018 12:53,0.05
72244012918,1/19/2018 13:53,0.02
72244012918,1/19/2018 14:53,0.08
72244012918,1/19/2018 15:53,0.07
72244012918,1/19/2018 16:53,T
72244012918,1/19/2018 17:53,T
72244012918,1/19/2018 18:53,0
72244012918,1/19/2018 19:53,0
72244012918,1/19/2018 20:53,0
72244012918,1/19/2018 21:53,T
72244012918,1/19/2018 22:53,T
72244012918,1/19/2018 23:53,0.01
72244012918,1/20/2018 0:53,T
72244012918,1/20/2018 1:53,T
72244012918,1/20/2018 2:53,0
72244012918,1/20/2018 3:53,0
72244012918,1/20/2018 4:53,0
72244012918,1/20/2018 5:53,0
72244012918,1/20/2018 6:53,0
72244012918,1/20/2018 7:53,0
72244012918,1/20/2018 8:53,0.01
72244012918,1/20/2018 9:53,0
72244012918,1/20/2018 10:53,0
72244012918,1/20/2018 11:53,T
72244012918,1/20/2018 12:53,0.08
72244012918,1/20/2018 13:53,0.01
72244012918,1/20/2018 14:53,0
72244012918,1/20/2018 15:53,0
72244012918,1/20/2018 16:53,T
72244012918,1/20/2018 17:53,0
72244012918,1/20/2018 18:53,0.01
72244012918,1/20/2018 19:53,0.01
72244012918,1/20/2018 20:53,T
72244012918,1/20/2018 21:53,0
72244012918,1/20/2018 22:53,0
72244012918,1/20/2018 23:53,0
72244012918,1/21/2018 0:53,0
72244012918,1/21/2018 1:53,0
72244012918,1/21/2018 2:53,0
72244012918,1/21/2018 3:53,0
72244012918,1/21/2018 4:53,0
72244012918,1/21/2018 5:53,0
72244012918,1/21/2018 6:53,0
72244012918,1/21/2018 7:53,0
72244012918,1/21/2018 8:53,0
72244012918,1/21/2018 9:53,0
72244012918,1/21/2018 10:53,0
72244012918,1/21/2018 11:53,0
72244012918,1/21/2018 12:53,0
72244012918,1/21/2018 13:53,0
72244012918,1/21/2018 14:53,0
72244012918,1/21/2018 15:53,0.01
72244012918,1/21/2018 16:53,0.01
72244012918,1/21/2018 17:53,0.05
72244012918,1/21/2018 18:53,0
72244012918,1/21/2018 19:53,0
72244012918,1/21/2018 20:53,0
72244012918,1/21/2018 21:53,0.01
72244012918,1/21/2018 22:53,T
72244012918,1/21/2018 23:53,0.06s
72244012918,1/22/2018 0:53,0.17
72244012918,1/22/2018 1:53,0
72244012918,1/22/2018 2:53,0
72244012918,1/22/2018 3:53,T
72244012918,1/22/2018 4:53,T
72244012918,1/22/2018 5:53,0
72244012918,1/22/2018 6:53,0
72244012918,1/22/2018 7:53,0
72244012918,1/22/2018 8:53,0
72244012918,1/22/2018 9:53,0
72244012918,1/22/2018 10:53,0
72244012918,1/22/2018 11:53,0
72244012918,1/22/2018 12:53,0
72244012918,1/22/2018 13:53,0
72244012918,1/22/2018 14:53,0
72244012918,1/22/2018 15:53,0
72244012918,1/22/2018 16:53,0
72244012918,1/22/2018 17:53,0
72244012918,1/22/2018 18:53,0
72244012918,1/22/2018 19:53,0
72244012918,1/22/2018 20:53,0
72244012918,1/22/2018 21:53,0
72244012918,1/22/2018 22:53,0
72244012918,1/22/2018 23:53,0
72244012918,1/23/2018 0:53,0
72244012918,1/23/2018 1:53,0
72244012918,1/23/2018 2:53,0
72244012918,1/23/2018 3:53,0
72244012918,1/23/2018 4:53,0
72244012918,1/23/2018 5:53,0
72244012918,1/23/2018 6:53,0
72244012918,1/23/2018 7:53,0
72244012918,1/23/2018 8:53,0
72244012918,1/23/2018 9:53,0
72244012918,1/23/2018 10:53,0
72244012918,1/23/2018 11:53,0
72244012918,1/23/2018 12:53,0
72244012918,1/23/2018 13:53,0
72244012918,1/23/2018 14:53,0
72244012918,1/23/2018 15:53,0
72244012918,1/23/2018 16:53,0
72244012918,1/23/2018 17:53,0
72244012918,1/23/2018 18:53,0
72244012918,1/23/2018 19:53,0
72244012918,1/23/2018 20:53,0
72244012918,1/23/2018 21:53,0
72244012918,1/23/2018 22:53,0
72244012918,1/23/2018 23:53,0
72244012918,1/24/2018 0:53,0
72244012918,1/24/2018 1:53,0
72244012918,1/24/2018 2:53,0
72244012918,1/24/2018 3:53,0
72244012918,1/24/2018 4:53,0
72244012918,1/24/2018 5:53,0
72244012918,1/24/2018 6:53,0
72244012918,1/24/2018 7:53,0
72244012918,1/24/2018 8:53,0
72244012918,1/24/2018 9:53,0
72244012918,1/24/2018 10:53,0
72244012918,1/24/2018 11:53,0
72244012918,1/24/2018 12:53,0
72244012918,1/24/2018 13:53,0
72244012918,1/24/2018 14:53,0
72244012918,1/24/2018 15:53,0
72244012918,1/24/2018 16:53,0
72244012918,1/24/2018 17:53,0
72244012918,1/24/2018 18:53,0
72244012918,1/24/2018 19:53,0
72244012918,1/24/2018 20:53,0
72244012918,1/24/2018 21:53,0
72244012918,1/24/2018 22:53,0
72244012918,1/24/2018 23:53,0
72244012918,1/25/2018 0:53,0
72244012918,1/25/2018 1:53,0
72244012918,1/25/2018 2:53,0
72244012918,1/25/2018 3:53,0
72244012918,1/25/2018 4:53,0
72244012918,1/25/2018 5:53,0
72244012918,1/25/2018 6:53,0
72244012918,1/25/2018 7:53,0
72244012918,1/25/2018 8:53,0
72244012918,1/25/2018 9:53,0
72244012918,1/25/2018 10:53,0
72244012918,1/25/2018 11:53,0
72244012918,1/25/2018 12:53,0
72244012918,1/25/2018 13:53,0
72244012918,1/25/2018 14:53,0
72244012918,1/25/2018 15:53,0
72244012918,1/25/2018 16:53,0
72244012918,1/25/2018 17:53,0
72244012918,1/25/2018 18:53,0
72244012918,1/25/2018 19:53,0
72244012918,1/25/2018 20:53,0
72244012918,1/25/2018 21:53,0
72244012918,1/25/2018 22:53,0
72244012918,1/25/2018 23:53,0
72244012918,1/26/2018 0:53,T
72244012918,1/26/2018 1:53,T
72244012918,1/26/2018 2:53,0
72244012918,1/26/2018 3:53,T
72244012918,1/26/2018 4:53,0
72244012918,1/26/2018 5:53,0
72244012918,1/26/2018 6:53,0
72244012918,1/26/2018 7:53,0
72244012918,1/26/2018 8:53,0
72244012918,1/26/2018 9:53,0
72244012918,1/26/2018 10:53,0
72244012918,1/26/2018 11:53,0
72244012918,1/26/2018 12:53,0
72244012918,1/26/2018 13:53,0
72244012918,1/26/2018 14:53,0
72244012918,1/26/2018 15:53,0
72244012918,1/26/2018 16:53,0
72244012918,1/26/2018 17:53,0
72244012918,1/26/2018 18:53,0
72244012918,1/26/2018 19:53,0
72244012918,1/26/2018 20:53,0.09
72244012918,1/26/2018 21:53,0.05
72244012918,1/26/2018 22:53,0.13
72244012918,1/26/2018 23:53,0.04
72244012918,1/27/2018 0:53,0.04
72244012918,1/27/2018 1:53,0.01
72244012918,1/27/2018 2:53,0.02
72244012918,1/27/2018 3:53,0.17
72244012918,1/27/2018 4:53,0.07
72244012918,1/27/2018 5:53,T
72244012918,1/27/2018 6:53,0
72244012918,1/27/2018 7:53,T
72244012918,1/27/2018 8:53,T
72244012918,1/27/2018 9:53,T
72244012918,1/27/2018 10:53,0
72244012918,1/27/2018 11:53,0
72244012918,1/27/2018 12:53,T
72244012918,1/27/2018 13:53,0.23
72244012918,1/27/2018 14:53,0.04
72244012918,1/27/2018 15:53,0.02
72244012918,1/27/2018 16:53,0
72244012918,1/27/2018 17:53,0
72244012918,1/27/2018 18:53,0
72244012918,1/27/2018 19:53,0
72244012918,1/27/2018 20:53,0
72244012918,1/27/2018 21:53,0
72244012918,1/27/2018 22:53,0
72244012918,1/27/2018 23:53,0
72244012918,1/28/2018 0:53,0
72244012918,1/28/2018 1:53,0.02
72244012918,1/28/2018 2:53,T
72244012918,1/28/2018 3:53,0.01
72244012918,1/28/2018 4:53,T
72244012918,1/28/2018 5:53,0
72244012918,1/28/2018 6:53,0
72244012918,1/28/2018 7:53,0
72244012918,1/28/2018 8:53,0
72244012918,1/28/2018 9:53,0
72244012918,1/28/2018 10:53,0
72244012918,1/28/2018 11:53,0
72244012918,1/28/2018 12:53,0
72244012918,1/28/2018 13:53,0
72244012918,1/28/2018 14:53,0
72244012918,1/28/2018 15:53,0
72244012918,1/28/2018 16:53,0
72244012918,1/28/2018 17:53,0
72244012918,1/28/2018 18:53,0
72244012918,1/28/2018 19:53,0
72244012918,1/28/2018 20:53,0
72244012918,1/28/2018 21:53,0
72244012918,1/28/2018 22:53,0
72244012918,1/28/2018 23:53,0
72244012918,1/29/2018 0:53,0
72244012918,1/29/2018 1:53,0
72244012918,1/29/2018 2:53,0
72244012918,1/29/2018 3:53,0
72244012918,1/29/2018 4:53,0
72244012918,1/29/2018 5:53,0
72244012918,1/29/2018 6:53,0
72244012918,1/29/2018 7:53,0
72244012918,1/29/2018 8:53,0
72244012918,1/29/2018 9:53,0
72244012918,1/29/2018 10:53,0
72244012918,1/29/2018 11:53,0
72244012918,1/29/2018 12:53,0
72244012918,1/29/2018 13:53,0
72244012918,1/29/2018 14:53,0
72244012918,1/29/2018 15:53,0
72244012918,1/29/2018 16:53,0
72244012918,1/29/2018 17:53,0
72244012918,1/29/2018 18:53,0
72244012918,1/29/2018 19:53,0
72244012918,1/29/2018 20:53,0
72244012918,1/29/2018 21:53,0
72244012918,1/29/2018 22:53,0
72244012918,1/29/2018 23:53,0
72244012918,1/30/2018 0:53,0
72244012918,1/30/2018 1:53,0
72244012918,1/30/2018 2:53,0
72244012918,1/30/2018 3:53,0
72244012918,1/30/2018 4:53,0
72244012918,1/30/2018 5:53,0
72244012918,1/30/2018 6:53,0
72244012918,1/30/2018 7:53,0
72244012918,1/30/2018 8:53,0
72244012918,1/30/2018 9:53,0
72244012918,1/30/2018 10:53,0
72244012918,1/30/2018 11:53,0
72244012918,1/30/2018 12:53,0
72244012918,1/30/2018 13:53,0
72244012918,1/30/2018 14:53,0
72244012918,1/30/2018 15:53,0
72244012918,1/30/2018 16:53,0
72244012918,1/30/2018 17:53,0
72244012918,1/30/2018 18:53,0
72244012918,1/30/2018 19:53,0
72244012918,1/30/2018 20:53,0
72244012918,1/30/2018 21:53,0
72244012918,1/30/2018 22:53,0
72244012918,1/30/2018 23:53,0
72244012918,1/31/2018 0:53,0
72244012918,1/31/2018 1:53,0
72244012918,1/31/2018 2:53,0
72244012918,1/31/2018 3:53,0
72244012918,1/31/2018 4:53,0
72244012918,1/31/2018 5:53,0
72244012918,1/31/2018 6:53,0
72244012918,1/31/2018 7:53,0
72244012918,1/31/2018 8:53,0
72244012918,1/31/2018 9:53,0
72244012918,1/31/2018 10:53,0
72244012918,1/31/2018 11:53,0
72244012918,1/31/2018 12:53,0
72244012918,1/31/2018 13:53,0
72244012918,1/31/2018 14:53,0
72244012918,1/31/2018 15:53,0
72244012918,1/31/2018 16:53,0
72244012918,1/31/2018 17:53,0
72244012918,1/31/2018 18:53,0
72244012918,1/31/2018 19:53,0
72244012918,1/31/2018 20:53,0
72244012918,1/31/2018 21:53,0
72244012918,1/31/2018 22:53,0
72244012918,1/31/2018 23:53,0
72244012918,2/1/2018 0:53,0
72244012918,2/1/2018 1:53,0
72244012918,2/1/2018 2:53,0
72244012918,2/1/2018 3:53,0
72244012918,2/1/2018 4:53,0
72244012918,2/1/2018 5:53,0
72244012918,2/1/2018 6:53,0
72244012918,2/1/2018 7:53,0
72244012918,2/1/2018 8:53,0
72244012918,2/1/2018 9:53,0
72244012918,2/1/2018 10:53,0
72244012918,2/1/2018 11:53,0
72244012918,2/1/2018 12:53,0
72244012918,2/1/2018 13:53,0
72244012918,2/1/2018 14:53,0
72244012918,2/1/2018 15:53,0
72244012918,2/1/2018 16:53,0
72244012918,2/1/2018 17:53,0
72244012918,2/1/2018 18:53,0
72244012918,2/1/2018 19:53,0
72244012918,2/1/2018 20:53,0
72244012918,2/1/2018 21:53,0
72244012918,2/1/2018 22:53,0
72244012918,2/1/2018 23:53,0
72244012918,2/2/2018 0:53,0
72244012918,2/2/2018 1:53,0
